#Event,WhiteElo,BlackElo,Ply,Result
917,2540,2485,60,1/2-1/2
918,2298,1890,53,1-0
919,2210,2078,87,1-0
920,2477,2279,77,1-0
921,2354,2301,96,0-1
922,2389,2150,59,1-0
923,1862,1998,133,1-0
924,2111,1852,85,0-1
925,2086,2359,72,1/2-1/2
926,2406,2330,25,1/2-1/2
927,2579,2549,82,0-1
928,1768,2145,34,1/2-1/2
929,2552,2116,83,1-0
930,2266,2437,16,1/2-1/2
931,2305,2248,82,0-1
932,1862,2119,82,0-1
933,1972,2096,60,1/2-1/2
934,2544,2111,73,1-0
935,2290,2357,83,1-0
936,1827,1605,117,1/2-1/2
937,1966,1800,48,1-0
938,2049,2285,48,0-1
939,2289,2431,61,1-0
940,2706,2734,142,0-1
941,1983,1890,75,1-0
942,1965,2084,70,1-0
943,2178,2032,61,1-0
944,2171,2342,13,1/2-1/2
945,2246,2429,154,1/2-1/2
946,2415,2525,73,1-0
947,1394,1886,70,0-1
948,2438,2539,192,1/2-1/2
949,2435,2643,128,0-1
950,2329,2504,103,0-1
951,2516,2237,103,1-0
952,1913,1744,73,1-0
953,2241,2054,51,1-0
954,2524,2496,204,0-1
955,2299,2055,109,1-0
956,2063,1833,145,1-0
957,2377,2540,84,0-1
958,1927,1658,51,1-0
959,2391,2505,64,0-1
960,2560,2176,59,1-0
961,1929,2187,50,1/2-1/2
962,2281,2174,85,1-0
963,2253,2137,105,1-0
964,2402,2062,89,1-0
965,2347,2107,105,1-0
966,2244,2367,85,1/2-1/2
967,2371,1845,93,1-0
968,2277,2286,91,1-0
969,2383,2269,85,1/2-1/2
970,2581,2698,39,1/2-1/2
971,1961,2239,100,1/2-1/2
972,1847,2215,66,0-1
973,2365,1909,99,1-0
974,2378,1952,81,1-0
975,2552,2438,231,1/2-1/2
976,2714,2501,141,1/2-1/2
977,2412,2063,43,1-0
978,1640,1795,152,0-1
979,2238,1958,52,1/2-1/2
980,2365,2499,99,1/2-1/2
981,2001,2530,69,0-1
982,2548,2412,49,1/2-1/2
983,2360,2464,73,1/2-1/2
984,2533,2520,48,0-1
985,2443,2451,9,1/2-1/2
986,2327,2334,34,1/2-1/2
987,2331,2677,78,0-1
988,2381,2295,120,1/2-1/2
989,2438,2473,61,1/2-1/2
990,2313,2407,28,1/2-1/2
991,2247,2166,49,1-0
992,2090,1729,71,1-0
993,1766,2105,28,0-1
994,2364,2398,95,1-0
995,2226,1997,57,1-0
996,1926,1753,104,0-1
997,2168,2148,78,0-1
998,2537,2312,63,1-0
999,2084,2281,63,1/2-1/2
1000,1945,1940,63,1-0
1001,2227,2306,117,1/2-1/2
1002,2574,2606,62,1/2-1/2
1003,2484,2284,80,0-1
1004,1604,1718,84,0-1
1005,2019,2117,32,1-0
1006,2638,2706,83,1-0
1007,2396,2625,105,1/2-1/2
1008,2556,2462,117,1/2-1/2
1009,1967,1794,101,1-0
1010,2338,2112,85,1-0
1011,2065,2204,87,1-0
1012,2352,2387,21,1/2-1/2
1013,2766,2732,116,0-1
1014,2118,2287,103,1-0
1015,1863,1414,64,1/2-1/2
1016,2239,2003,29,1/2-1/2
1017,2428,2239,72,1-0
1018,2109,2331,90,0-1
1019,2342,2328,122,0-1
1020,2637,2631,30,1/2-1/2
1021,2150,2115,69,1-0
1022,2528,2686,103,1-0
1023,1757,1818,66,0-1
1024,2442,2278,72,0-1
1025,1978,1952,123,1-0
1026,2075,1905,67,1-0
1027,2615,2722,65,1-0
1028,2402,2385,82,0-1
1029,2785,2673,142,1-0
1030,2094,2423,106,1/2-1/2
1031,2400,2488,102,0-1
1032,1946,1805,131,1-0
1033,1999,2258,68,0-1
1034,2506,2457,149,1-0
1035,2801,2543,69,1-0
1036,2441,2510,122,0-1
1037,2067,1893,107,1/2-1/2
1038,2026,2196,80,1/2-1/2
1039,2242,2137,111,1-0
1040,2396,2242,80,0-1
1041,2471,2583,114,0-1
1042,2571,2289,81,1-0
1043,1693,1393,46,1/2-1/2
1044,2307,2176,23,1/2-1/2
1045,2704,2617,29,1/2-1/2
1046,1958,1206,51,1-0
1047,2488,2417,66,1/2-1/2
1048,2385,2109,80,1/2-1/2
1049,2476,2226,69,1-0
1050,1794,2035,98,0-1
1051,2202,2285,57,1-0
1052,2347,2095,81,1-0
1053,2712,2498,139,1/2-1/2
1054,2399,2316,104,0-1
1055,2468,2538,111,1/2-1/2
1056,2262,2046,99,1-0
1057,2678,2172,149,1-0
1058,1620,1990,59,1/2-1/2
1059,1999,2254,79,1/2-1/2
1060,2116,2225,83,1-0
1061,2620,2460,107,1-0
1062,2330,2455,144,0-1
1063,1941,1778,102,0-1
1064,1637,1347,85,1-0
1065,2129,2489,68,0-1
1066,2299,2136,56,0-1
1067,2120,2145,103,1-0
1068,1701,1992,98,0-1
1069,2374,2253,112,1/2-1/2
1070,2700,2647,125,1-0
1071,2292,2403,105,1/2-1/2
1072,2518,2420,72,0-1
1073,2019,2399,66,0-1
1074,2002,2201,107,1/2-1/2
1075,2356,2327,203,1-0
1076,2159,2191,120,1-0
1077,2008,2223,60,0-1
1078,2250,2209,157,1-0
1079,2563,2288,95,1-0
1080,1918,1618,97,1-0
1081,2489,2524,58,0-1
1082,2555,2379,73,1-0
1083,2448,2007,61,1-0
1084,2095,2368,98,0-1
1085,2090,2188,65,1-0
1086,2351,2313,151,1-0
1087,1907,2196,69,1-0
1088,2289,1994,113,1-0
1089,2266,2188,87,1/2-1/2
1090,2420,2473,25,1/2-1/2
1091,2621,2714,85,1-0
1092,2529,2654,58,0-1
1093,2605,2613,147,1-0
1094,1696,2054,52,0-1
1095,2571,2478,95,1-0
1096,2183,1781,70,1/2-1/2
1097,2331,2486,81,1-0
1098,1876,2101,86,0-1
1099,2487,2449,70,0-1
1100,2274,2166,50,1/2-1/2
1101,2170,2016,69,1-0
1102,2558,2655,160,1/2-1/2
1103,2672,2713,105,1/2-1/2
1104,2187,2062,64,1/2-1/2
1105,2647,2620,159,1-0
1106,2561,2451,109,1-0
1107,2486,2488,73,1-0
1108,2565,2477,67,1/2-1/2
1109,2068,1964,73,1-0
1110,1656,1791,68,0-1
1111,1647,1318,79,1-0
1112,2653,2546,77,0-1
1113,2396,2309,27,1/2-1/2
1114,2627,2628,110,0-1
1115,1988,2059,51,1/2-1/2
1116,2593,2590,81,1/2-1/2
1117,2548,2578,102,1/2-1/2
1118,2640,2541,62,1/2-1/2
1119,2720,2792,86,0-1
1120,2305,2529,100,0-1
1121,2374,2309,141,1/2-1/2
1122,1694,2022,39,1/2-1/2
1123,2167,2360,51,1-0
1124,2456,2378,81,1-0
1125,2305,2138,106,1/2-1/2
1126,1978,1931,61,1-0
1127,1634,2121,32,0-1
1128,2159,2418,64,0-1
1129,2265,2151,118,0-1
1130,2540,2576,94,1/2-1/2
1131,2444,2207,94,1/2-1/2
1132,2380,2456,42,1/2-1/2
1133,2481,1945,79,1-0
1134,2417,2448,61,1/2-1/2
1135,2351,2542,82,1/2-1/2
1136,2495,2404,84,1/2-1/2
1137,2392,2642,76,0-1
1138,2013,2107,112,1/2-1/2
1139,1545,1879,133,1-0
1140,2691,2712,147,1/2-1/2
1141,2538,2582,88,1/2-1/2
1142,2050,2235,102,1/2-1/2
1143,2439,2235,65,1-0
1144,2462,2508,82,0-1
1145,2115,2267,102,0-1
1146,2344,2324,45,0-1
1147,2192,2101,77,1-0
1148,2234,2181,98,1/2-1/2
1149,2310,2091,55,1-0
1150,2479,2238,63,1/2-1/2
1151,2111,2342,136,0-1
1152,2470,2625,54,0-1
1153,1987,2147,76,0-1
1154,2509,2458,149,1-0
1155,2377,2374,69,1-0
1156,2479,2639,92,0-1
1157,2185,2415,74,0-1
1158,2439,2187,116,1/2-1/2
1159,2183,2019,42,1/2-1/2
1160,2379,2205,101,1-0
1161,1718,2150,74,0-1
1162,2095,2569,119,1/2-1/2
1163,2226,2598,50,0-1
1164,2196,2261,40,1/2-1/2
1165,2529,2362,121,1-0
1166,2413,2112,65,1-0
1167,2673,2549,67,1/2-1/2
1168,2176,2010,49,1-0
1169,2282,2272,87,1-0
1170,2358,2422,169,1-0
1171,2019,1918,107,1-0
1172,2544,2529,74,1/2-1/2
1173,2214,2178,63,1-0
1174,2455,2546,119,1-0
1175,2013,2132,60,1-0
1176,1585,1941,62,0-1
1177,1611,1765,59,1-0
1178,2171,2126,115,1/2-1/2
1179,2537,2512,81,1-0
1180,2396,2549,84,0-1
1181,1999,1956,59,1-0
1182,2631,2569,23,1/2-1/2
1183,1987,2148,58,0-1
1184,1989,2158,86,0-1
1185,2009,2253,72,0-1
1186,2230,2417,88,1/2-1/2
1187,2474,2608,146,0-1
1188,1474,1906,84,1-0
1189,2243,2578,54,0-1
1190,2386,2510,89,1/2-1/2
1191,2272,2598,70,0-1
1192,2406,2252,49,1-0
1193,2235,2297,97,1/2-1/2
1194,2303,2124,41,1-0
1195,1891,1650,57,1-0
1196,2366,2616,176,0-1
1197,2567,2158,69,1-0
1198,2486,2492,82,1/2-1/2
1199,2345,2525,45,0-1
1200,2310,2445,52,0-1
1201,2466,2498,90,0-1
1202,2342,2357,40,0-1
1203,2132,2006,78,0-1
1204,2402,2367,126,0-1
1205,2105,2103,83,1/2-1/2
1206,2310,2088,65,1-0
1207,2558,2696,50,0-1
1208,2368,2253,112,1/2-1/2
1209,2547,2443,79,1/2-1/2
1210,2506,2345,95,1-0
1211,2604,2571,108,0-1
1212,2069,2193,51,1/2-1/2
1213,2399,2369,39,1/2-1/2
1214,2516,2475,73,1-0
1215,2682,2641,104,0-1
1216,2134,1984,116,1/2-1/2
1217,2510,2269,111,1-0
1218,2436,2638,86,1/2-1/2
1219,2083,2015,68,0-1
1220,2551,2421,49,1-0
1221,2574,2340,85,1-0
1222,1796,2189,84,0-1
1223,2065,2198,68,1/2-1/2
1224,2503,2070,119,1-0
1225,1633,2014,92,0-1
1226,2550,2416,77,1-0
1227,1973,1919,119,1-0
1228,2556,2042,75,1-0
1229,2081,2529,42,0-1
1230,2708,2779,120,0-1
1231,1981,1740,65,1-0
1232,2184,1998,159,1/2-1/2
1233,2201,1910,53,1-0
1234,2568,2679,66,0-1
1235,2418,2358,54,1/2-1/2
1236,2207,1926,125,1-0
1237,1645,1893,107,1/2-1/2
1238,2123,2001,66,0-1
1239,1724,1633,37,1-0
1240,2299,2533,96,0-1
1241,2211,2610,140,1/2-1/2
1242,1849,2173,86,0-1
1243,1626,1905,56,0-1
1244,2236,2111,137,1/2-1/2
1245,2431,2313,71,1-0
1246,2002,2288,136,0-1
1247,2563,2412,38,1/2-1/2
1248,1961,2175,36,1/2-1/2
1249,2114,1932,55,1-0
1250,2552,2326,53,1-0
1251,2383,2396,119,1-0
1252,2092,1961,54,0-1
1253,2504,2660,80,1/2-1/2
1254,2632,2554,40,1/2-1/2
1255,1439,1912,36,0-1
1256,2084,2002,91,1-0
1257,2209,2381,76,0-1
1258,2157,2396,64,0-1
1259,2094,2292,115,1/2-1/2
1260,2500,2562,111,1/2-1/2
1261,2079,2048,35,1/2-1/2
1262,2663,2438,69,1-0
1263,1985,2222,65,1-0
1264,2591,2420,69,1-0
1265,2518,2348,80,1/2-1/2
1266,1995,1846,97,1-0
1267,2225,2184,110,1-0
1268,2063,2143,55,1/2-1/2
1269,2394,2473,161,1/2-1/2
1270,2199,2293,44,0-1
1271,2340,2457,82,0-1
1272,2098,2552,116,0-1
1273,2470,2663,99,1-0
1274,2164,2212,118,0-1
1275,2286,2274,123,1-0
1276,1952,2245,140,0-1
1277,1804,1778,91,1/2-1/2
1278,1972,2140,64,1/2-1/2
1279,2560,2318,61,1-0
1280,2527,2421,127,1-0
1281,2316,2470,111,1-0
1282,2189,2086,71,1-0
1283,2623,2383,95,1/2-1/2
1284,2203,2094,86,1/2-1/2
1285,2524,2386,97,1/2-1/2
1286,2017,2222,88,0-1
1287,2406,2426,78,1/2-1/2
1288,2547,1813,93,1-0
1289,2553,2340,99,1-0
1290,2003,1734,97,1-0
1291,2503,2418,73,1-0
1292,2245,2274,92,1/2-1/2
1293,2723,2712,38,1/2-1/2
1294,2526,2442,19,1/2-1/2
1295,2608,2543,61,1/2-1/2
1296,2250,2609,66,0-1
1297,1791,2118,66,0-1
1298,2486,1738,33,1-0
1299,2004,1930,44,1-0
1300,2322,2304,58,1/2-1/2
1301,2008,1770,134,0-1
1302,2522,2625,60,0-1
1303,2199,2475,54,0-1
1304,2082,2343,70,1/2-1/2
1305,1837,1643,73,1-0
1306,2545,2191,59,1-0
1307,2188,2636,58,0-1
1308,2525,2203,4,1-0
1309,2000,1946,104,0-1
1310,2583,2640,137,1-0
1311,1776,1995,74,0-1
1312,2263,2461,106,0-1
1313,2090,1946,84,1/2-1/2
1314,2004,2104,70,0-1
1315,1963,1974,62,0-1
1316,1908,1592,94,1/2-1/2
1317,2288,2579,78,0-1
1318,1655,1936,45,1-0
1319,2593,2511,50,0-1
1320,2437,2355,18,1/2-1/2
1321,2330,2157,55,1-0
1322,2000,2069,107,1/2-1/2
1323,1587,1949,90,0-1
1324,2102,2379,75,1-0
1325,2451,2148,77,1-0
1326,1859,2102,86,0-1
1327,2211,1999,93,1-0
1328,2345,2133,108,0-1
1329,2484,2432,35,1/2-1/2
1330,2212,1937,40,1/2-1/2
1331,2474,2299,104,1/2-1/2
1332,1820,2058,28,0-1
1333,2371,2461,70,0-1
1334,2336,2015,182,0-1
1335,2401,2512,118,0-1
1336,2304,2263,59,1/2-1/2
1337,2222,2438,96,1/2-1/2
1338,2026,1942,63,1-0
1339,2377,2060,67,1-0
1340,2348,2078,78,1-0
1341,1833,2313,52,0-1
1342,1871,2049,40,1/2-1/2
1343,2400,2232,118,0-1
1344,2204,2069,93,1-0
1345,1934,2101,40,1/2-1/2
1346,2428,2549,130,1/2-1/2
1347,2527,2636,61,1/2-1/2
1348,2539,2269,106,1/2-1/2
1349,1922,1781,156,0-1
1350,2541,2218,123,1-0
1351,1864,2127,42,0-1
1352,2593,2560,128,1/2-1/2
1353,2541,2556,63,1/2-1/2
1354,2445,2149,101,1-0
1355,2543,2463,22,1/2-1/2
1356,1609,2167,94,0-1
1357,2324,2337,82,1/2-1/2
1358,1999,1827,59,1-0
1359,1219,1803,66,1-0
1360,2320,2416,86,0-1
1361,2582,2545,54,1/2-1/2
1362,2510,2374,109,1/2-1/2
1363,2081,1933,63,1-0
1364,2368,2078,77,1-0
1365,1794,2002,68,0-1
1366,1800,1918,62,0-1
1367,2429,2563,46,1/2-1/2
1368,2001,2030,65,1/2-1/2
1369,2200,2288,66,1/2-1/2
1370,2521,2067,69,1-0
1371,2206,2451,76,0-1
1372,2254,2153,63,1-0
1373,2107,2238,80,0-1
1374,1673,1944,100,0-1
1375,2484,2446,191,1-0
1376,1996,2473,75,1-0
1377,2403,2364,107,1-0
1378,2171,2250,122,1/2-1/2
1379,2353,2076,87,1-0
1380,2364,2716,74,0-1
1381,2557,2264,45,1-0
1382,1837,2266,78,0-1
1383,2480,1957,39,1-0
1384,2570,2454,99,1-0
1385,2126,2158,108,1-0
1386,1823,2071,86,0-1
1387,2093,2161,76,1/2-1/2
1388,1847,2143,76,0-1
1389,1969,1768,103,1-0
1390,2558,2529,30,1-0
1391,2012,1978,98,1/2-1/2
1392,2706,2417,51,1-0
1393,1876,2225,78,0-1
1394,2459,2577,27,1/2-1/2
1395,2500,2425,152,0-1
1396,2387,2277,115,1-0
1397,2366,2196,89,1-0
1398,2177,2435,76,1/2-1/2
1399,2480,2363,61,1-0
1400,2417,2322,57,1-0
1401,2797,2706,137,1/2-1/2
1402,2062,2364,62,0-1
1403,2344,2546,48,0-1
1404,2378,2258,74,1/2-1/2
1405,1657,2000,102,0-1
1406,2255,2254,51,1/2-1/2
1407,2318,2317,71,1-0
1408,2220,1993,46,1-0
1409,1772,1922,80,1/2-1/2
1410,2304,2237,67,1-0
1411,2280,2464,20,1/2-1/2
1412,2253,2386,114,1/2-1/2
1413,2304,2049,124,1/2-1/2
1414,2442,2274,65,1-0
1415,2658,2709,109,1-0
1416,2548,2338,83,1/2-1/2
1417,2402,2664,100,0-1
1418,1684,1933,112,0-1
1419,1921,2066,65,1/2-1/2
1420,2205,1738,47,1-0
1421,2350,2111,87,1-0
1422,2440,2267,87,1-0
1423,2422,2373,50,1/2-1/2
1424,2511,2541,49,1-0
1425,2648,2502,75,1-0
1426,2182,2591,79,1/2-1/2
1427,2531,2339,88,1-0
1428,1851,2521,77,0-1
1429,1021,2135,54,0-1
1430,2356,2186,53,1-0
1431,2612,2472,65,1-0
1432,2012,1783,75,1-0
1433,2403,2368,64,0-1
1434,1833,2042,60,0-1
1435,2470,2584,93,1/2-1/2
1436,2443,2226,53,1-0
1437,2605,2524,99,1-0
1438,2247,2287,71,1/2-1/2
1439,2225,2282,116,1/2-1/2
1440,2284,2364,146,1/2-1/2
1441,2385,2233,75,1-0
1442,2102,2107,71,1/2-1/2
1443,2597,2659,61,1/2-1/2
1444,2469,2439,93,1/2-1/2
1445,2482,2076,74,1/2-1/2
1446,2331,2011,53,1-0
1447,1558,1799,37,1/2-1/2
1448,2214,1864,62,1/2-1/2
1449,2072,2271,30,0-1
1450,2254,1737,81,1-0
1451,2482,2542,31,1/2-1/2
1452,1892,1945,125,1-0
1453,2379,2556,63,1/2-1/2
1454,2118,2022,41,1-0
1455,2194,2436,26,1/2-1/2
1456,2496,2314,81,1-0
1457,2130,2022,51,1/2-1/2
1458,2488,2245,59,1-0
1459,2079,1904,65,1-0
1460,2613,2132,75,1-0
1461,1613,2529,62,0-1
1462,2046,1885,88,0-1
1463,2315,2466,64,0-1
1464,2074,2184,143,1/2-1/2
1465,2813,2648,128,1/2-1/2
1466,2384,2389,74,1-0
1467,2438,2398,50,1/2-1/2
1468,2038,1585,104,1-0
1469,1965,2001,62,0-1
1470,2100,1713,75,1-0
1471,2571,2420,51,1-0
1472,2506,2508,19,1/2-1/2
1473,2046,2405,55,0-1
1474,2468,2235,53,1-0
1475,2552,2440,107,1-0
1476,1927,1937,77,1-0
1477,2280,2300,173,1-0
1478,2007,1718,71,1-0
1479,2270,2443,83,1-0
1480,2191,2161,61,1-0
1481,2011,1966,137,1-0
1482,2232,2316,89,1-0
1483,2094,1797,47,1-0
1484,2144,2256,113,1-0
1485,2542,2608,80,1/2-1/2
1486,1995,2307,128,1/2-1/2
1487,2399,2178,87,1/2-1/2
1488,2219,2193,39,1/2-1/2
1489,2717,2663,81,1/2-1/2
1490,2108,2237,112,0-1
1491,2536,2669,121,1/2-1/2
1492,2426,2303,71,1-0
1493,2027,2488,68,0-1
1494,2358,2402,97,1/2-1/2
1495,2430,2234,82,0-1
1496,2179,2413,58,1/2-1/2
1497,2241,2510,103,0-1
1498,1796,2081,74,0-1
1499,2486,2629,74,0-1
1500,1993,2512,88,0-1
1501,2021,1934,65,1-0
1502,2291,2410,117,1-0
1503,2586,2476,63,1-0
1504,1682,1604,63,0-1
1505,2599,2659,118,0-1
1506,2448,2490,29,1/2-1/2
1507,1801,2326,61,1/2-1/2
1508,2151,2391,80,1/2-1/2
1509,2257,2180,122,1/2-1/2
1510,2558,2375,143,1-0
1511,1934,1897,50,1-0
1512,2281,2100,67,1-0
1513,2168,2266,185,1/2-1/2
1514,2392,2526,114,0-1
1515,2816,2697,87,1-0
1516,2266,2047,51,1-0
1517,2256,2212,70,0-1
1518,1917,2097,145,1/2-1/2
1519,2544,2631,157,1-0
1520,2500,2289,103,1-0
1521,2416,2458,112,1/2-1/2
1522,2454,2721,126,0-1
1523,1989,1792,87,1-0
1524,2734,2753,49,1-0
1525,2363,2506,31,1/2-1/2
1526,2125,2331,80,1/2-1/2
1527,2444,2498,145,1/2-1/2
1528,1347,1451,118,1/2-1/2
1529,2426,2522,69,1/2-1/2
1530,2422,2546,118,0-1
1531,2139,2518,104,0-1
1532,1852,2216,58,0-1
1533,2308,2518,104,1/2-1/2
1534,2526,2105,47,1-0
1535,1879,2204,72,0-1
1536,2547,2581,95,1/2-1/2
1537,2397,2183,135,0-1
1538,2130,2480,68,0-1
1539,2682,2249,53,1-0
1540,2494,2470,79,1-0
1541,2322,2146,1,1-0
1542,2442,2723,86,1/2-1/2
1543,2159,2104,131,1-0
1544,2725,2666,100,1/2-1/2
1545,2234,2308,87,0-1
1546,2449,2349,53,1-0
1547,1793,1662,59,1-0
1548,2402,2270,72,1/2-1/2
1549,2433,2375,76,1/2-1/2
1550,2170,2046,109,1-0
1551,2630,2482,64,1/2-1/2
1552,2414,2083,94,1/2-1/2
1553,2256,2012,129,1-0
1554,2651,2358,99,1/2-1/2
1555,2559,2430,75,1-0
1556,2201,1909,68,1-0
1557,2090,2228,83,1/2-1/2
1558,2367,2365,109,1-0
1559,2518,2503,88,1/2-1/2
1560,2282,1915,101,1-0
1561,2236,2086,41,1-0
1562,2259,2067,59,1-0
1563,2440,2210,75,1-0
1564,2214,2291,54,1/2-1/2
1565,2214,2395,110,0-1
1566,2059,2135,70,1/2-1/2
1567,2477,2368,47,1-0
1568,1857,1706,43,1-0
1569,1954,2421,62,0-1
1570,2258,2340,116,1/2-1/2
1571,2284,2619,68,0-1
1572,2341,2316,83,1-0
1573,2437,2440,25,1/2-1/2
1574,2292,2427,52,1/2-1/2
1575,2275,2147,83,1-0
1576,1963,1966,64,1/2-1/2
1577,2105,2299,76,0-1
1578,2386,2480,102,0-1
1579,2138,2200,78,0-1
1580,2296,2538,113,1-0
1581,1948,2083,83,1-0
1582,2555,2590,98,0-1
1583,2713,2505,49,1-0
1584,2487,2515,113,1-0
1585,2157,2168,25,1-0
1586,2547,2271,80,1-0
1587,1570,1859,90,0-1
1588,2109,1981,61,1-0
1589,2518,2644,100,0-1
1590,2270,2203,101,1-0
1591,2150,1966,134,1/2-1/2
1592,2540,2505,76,0-1
1593,2001,1824,62,1/2-1/2
1594,2479,2586,52,1/2-1/2
1595,2498,2628,72,0-1
1596,2431,2546,82,0-1
1597,2066,2278,74,0-1
1598,2257,2514,84,0-1
1599,1953,2187,51,1/2-1/2
1600,2412,2646,74,0-1
1601,2609,2705,147,1/2-1/2
1602,2239,1820,60,1/2-1/2
1603,1929,2341,86,0-1
1604,2476,2418,80,1/2-1/2
1605,2516,2242,67,1-0
1606,2230,2205,136,0-1
1607,2396,2585,60,0-1
1608,2527,2617,102,1/2-1/2
1609,2230,2409,72,1/2-1/2
1610,2043,2438,62,0-1
1611,2583,2460,55,1-0
1612,2258,2190,67,1-0
1613,2639,2535,59,1/2-1/2
1614,2529,2545,88,1/2-1/2
1615,2504,2358,141,1-0
1616,2408,2487,48,1/2-1/2
1617,2536,2132,99,1-0
1618,2181,2403,52,1-0
1619,1995,2417,78,0-1
1620,2643,2592,87,1/2-1/2
1621,2375,2496,38,1/2-1/2
1622,2267,2548,85,1-0
1623,1924,2067,105,1-0
1624,2161,2260,111,1/2-1/2
1625,2412,2479,20,1/2-1/2
1626,2697,2641,107,1/2-1/2
1627,2199,2304,104,0-1
1628,2619,2440,41,1-0
1629,2100,1570,142,0-1
1630,2505,2408,131,1-0
1631,2148,1864,65,1-0
1632,2050,2023,104,0-1
1633,2585,2508,120,0-1
1634,1918,2079,80,0-1
1635,2518,2427,61,1/2-1/2
1636,2067,2203,42,1/2-1/2
1637,2305,2231,108,0-1
1638,2678,2706,80,1/2-1/2
1639,2313,2584,88,0-1
1640,2661,2720,61,1/2-1/2
1641,2417,2389,121,1/2-1/2
1642,2403,2253,59,1/2-1/2
1643,1600,1940,56,0-1
1644,2159,2308,109,1/2-1/2
1645,2446,2487,59,1/2-1/2
1646,1740,1963,68,0-1
1647,2135,2089,104,0-1
1648,2570,2277,37,1-0
1649,2257,2045,51,1-0
1650,2026,1890,49,1-0
1651,2105,2114,80,1/2-1/2
1652,2547,2567,57,1/2-1/2
1653,2473,2330,104,1/2-1/2
1654,2380,2325,65,1/2-1/2
1655,2086,1566,67,1-0
1656,2141,2423,61,1/2-1/2
1657,2273,1975,102,0-1
1658,2329,2222,64,1/2-1/2
1659,2117,2547,140,1/2-1/2
1660,2054,1997,64,0-1
1661,2011,2230,92,0-1
1662,1590,1658,98,0-1
1663,2757,2758,61,1-0
1664,1875,2044,76,1/2-1/2
1665,2093,1921,116,1/2-1/2
1666,1969,2073,106,1/2-1/2
1667,1965,2194,96,0-1
1668,1714,1890,112,0-1
1669,2062,2318,102,0-1
1670,2114,2337,106,0-1
1671,1800,1647,85,1-0
1672,2488,2645,144,1/2-1/2
1673,2314,2369,88,0-1
1674,2371,2458,40,1/2-1/2
1675,1976,1969,20,1/2-1/2
1676,2675,2753,65,1-0
1677,2205,2391,66,0-1
1678,2665,2671,59,1/2-1/2
1679,2170,2071,83,1/2-1/2
1680,2075,2218,61,1-0
1681,2742,2630,80,1/2-1/2
1682,2095,2269,68,0-1
1683,2599,2374,67,1-0
1684,2193,2188,81,1/2-1/2
1685,2086,2243,134,0-1
1686,2228,2308,86,0-1
1687,2604,2295,135,1/2-1/2
1688,1869,2054,84,0-1
1689,2471,2610,18,1/2-1/2
1690,2070,2422,110,0-1
1691,2331,2215,87,1-0
1692,2122,2296,84,1-0
1693,1995,1896,61,1/2-1/2
1694,2489,2281,99,1-0
1695,2282,2336,23,1/2-1/2
1696,1956,2148,115,1/2-1/2
1697,1851,1325,51,1-0
1698,2081,1702,65,1-0
1699,2227,2021,112,0-1
1700,2445,1899,63,1-0
1701,1980,1894,53,1/2-1/2
1702,2413,2330,146,1/2-1/2
1703,2298,2184,71,1-0
1704,2384,2350,17,1/2-1/2
1705,2487,2631,104,0-1
1706,2094,2163,106,0-1
1707,2000,2331,87,1-0
1708,2335,2435,74,0-1
1709,2162,2541,98,0-1
1710,2163,2312,144,0-1
1711,2109,2204,40,1/2-1/2
1712,2178,2362,93,1-0
1713,2422,2583,112,0-1
1714,2414,2299,67,1-0
1715,1876,2428,84,0-1
1716,2080,2001,75,1/2-1/2
1717,2262,2200,63,1/2-1/2
1718,1830,2042,54,0-1
1719,2283,2004,66,1-0
1720,2360,1987,59,1-0
1721,2196,2299,53,1/2-1/2
1722,2570,2410,91,1-0
1723,1920,2048,117,1-0
1724,2253,2545,66,0-1
1725,2601,2614,150,0-1
1726,2105,1969,127,1-0
1727,1578,1960,62,0-1
1728,2603,2022,77,1-0
1729,2554,2381,106,0-1
1730,2228,2151,47,1/2-1/2
1731,2439,2607,63,1-0
1732,1766,2072,109,1-0
1733,2024,2137,58,0-1
1734,2279,2237,156,1/2-1/2
1735,2556,2411,137,1-0
1736,2495,2289,103,1-0
1737,2655,2544,91,1-0
1738,2731,2703,28,0-1
1739,2220,2303,55,1-0
1740,2470,2558,56,0-1
1741,1997,2246,182,0-1
1742,2688,2619,99,1-0
1743,2031,2238,72,1/2-1/2
1744,2178,2376,76,0-1
1745,1987,1791,186,1/2-1/2
1746,2332,2311,79,1-0
1747,2106,2391,41,1-0
1748,2108,1890,72,0-1
1749,1659,2428,56,0-1
1750,1795,1939,54,0-1
1751,2108,1959,49,1/2-1/2
1752,2555,2651,80,1/2-1/2
1753,2207,2369,62,0-1
1754,2485,2281,51,1-0
1755,2257,2223,46,1/2-1/2
1756,2340,2332,73,1-0
1757,1903,2291,59,1/2-1/2
1758,2091,2032,52,1/2-1/2
1759,2084,2103,67,1-0
1760,1458,1836,46,0-1
1761,1851,1285,67,1-0
1762,2315,2512,79,1-0
1763,1976,1749,135,1-0
1764,1985,2268,127,1-0
1765,1614,1877,49,1-0
1766,2477,2499,71,1-0
1767,2575,2641,59,1/2-1/2
1768,2066,1969,125,1/2-1/2
1769,1587,1605,45,1/2-1/2
1770,2158,2100,50,0-1
1771,2403,2125,85,1-0
1772,2447,2430,40,1/2-1/2
1773,2042,2395,92,1/2-1/2
1774,2400,2261,104,1/2-1/2
1775,2411,2249,66,0-1
1776,2321,2507,87,1/2-1/2
