Count,Simple Fen
289,1rq1k2r/3pbppp/p3pn2/2p5/3BP3/8/PPP1BPPP/R2Q1RK1 w k -
178,1rr3k1/2qp1ppp/B1p1pn2/8/1b2P3/4B3/PPP2PPP/R2Q1RK1 b - -
181,1rr3k1/2qp1ppp/p1p1pn2/8/1b2P3/4B3/PPP1BPPP/R2Q1RK1 w - -
100,1rr3k1/pp2ppbp/3pbnp1/q7/3BP1PP/P1N2P2/1PPQ4/1K1R1B1R w - -
163,2bq1rk1/1pp1npbp/3p1np1/r2Pp3/2P1P3/2N2N2/P3BPPP/R1BQ1RK1 w - -
171,2bq1rk1/1pp1npbp/3p2p1/r2Pp2n/2P1P3/2N2N2/P3BPPP/R1BQR1K1 w - -
111,2bq1rk1/1pp1npbp/3p2p1/r2Pp3/2P1Pn2/2N5/P2N1PPP/R1BQRBK1 b - -
125,2bq1rk1/3pbppp/prn5/2pQ4/2B1P3/5N2/PP3PPP/R1B2RK1 w - -
131,2bqkb1r/5p1p/2np4/1N1Npp2/r3P3/8/PPP2PPP/R2QK2R w KQk -
173,2k1rbnr/1pp3pp/p1b2p2/2p5/4P3/2N1B3/PPPRNPPP/3R2K1 b - -
173,2k1rbnr/1pp3pp/p1b2p2/2p5/4P3/2N1B3/PPPRNPPP/R5K1 w - -
204,2k1rbnr/1ppb2pp/p4p2/2p5/4P3/2N1B3/PPP1NPPP/R2R2K1 w - -
189,2k1rbnr/1ppb2pp/p4p2/2p5/4P3/2N1B3/PPPRNPPP/R5K1 b - -
178,2k1rbnr/2p3pp/ppb2p2/2p5/4P3/2N1B3/PPPRNPPP/3R2K1 w - -
105,2k1rbnr/2p3pp/ppb2p2/2p5/4P3/2N1BP2/PPPRN1PP/3R2K1 b - -
166,2kr1b1r/1p1b1p1p/pqnppp2/8/4PP2/1NN5/PPPQ2PP/2KR1B1R w - -
131,2kr1b1r/1p1b1p1p/pqnppp2/8/4PP2/1NN5/PPPQB1PP/2KR3R b - -
103,2kr1b1r/1p1b1p2/pqnppp2/7p/4PP2/1NN5/PPPQB1PP/2KR1R2 b - -
118,2kr1b1r/1p1b1p2/pqnppp2/7p/4PP2/1NN5/PPPQB1PP/2KR3R w - -
120,2kr1b1r/1pp1pppp/p1nq1n2/3P4/6b1/2N2NP1/PPP2PBP/R1BQ1RK1 b - -
179,2kr1b1r/1pp1pppp/p1nq1n2/8/3P2b1/2N2NP1/PPP2PBP/R1BQ1RK1 w - -
167,2kr1b1r/p1ppqppp/b1p5/3nP3/2P5/1P4P1/P3QP1P/RNB1KB1R b KQ -
240,2kr1b1r/p1ppqppp/b1p5/3nP3/2P5/1P6/P3QPPP/RNB1KB1R w KQ -
104,2kr1b1r/p2n1p2/q3PP2/2p3B1/1pp5/2N3P1/PP3PbP/1R1Q1RK1 w - -
101,2kr1b1r/p2nPp2/q4P2/2p3B1/1pp5/2N3P1/PP3PbP/1R1Q1RK1 b - -
141,2kr1b1r/pb1n1p2/1q2pP2/1pp3B1/2pP4/2N3P1/PP3PBP/R2Q1RK1 w - -
359,2kr1b1r/pb1n1p2/1q2pP2/1ppP2B1/2p5/2N3P1/PP3PBP/R2Q1RK1 b - -
221,2kr1b1r/pb1n1p2/1q2pP2/1ppP2B1/2p5/2N3P1/PP3PBP/R2QK2R w KQ -
132,2kr1b1r/pb1n1p2/1q2pP2/2pP2B1/1pp5/2N3P1/PP3PBP/1R1Q1RK1 b - -
355,2kr1b1r/pb1n1p2/1q2pP2/2pP2B1/1pp5/2N3P1/PP3PBP/R2Q1RK1 w - -
219,2kr1b1r/pb1n1p2/1q2pP2/2pP2B1/Npp5/6P1/PP3PBP/R2Q1RK1 b - -
217,2kr1b1r/pb1n1p2/1qp1pP2/1p4B1/2pP4/2N3P1/PP3PBP/R2Q1RK1 b - -
220,2kr1b1r/pb1n1p2/1qp1pP2/1p4B1/2pP4/2N3P1/PP3PBP/R2QK2R w KQ -
126,2kr1b1r/pb1n1p2/4pP2/1qpP2B1/Npp5/6P1/PP3PBP/R2Q1RK1 w - -
116,2kr1b1r/pb1n1p2/4pP2/1qpP2B1/Npp5/P5P1/1P3PBP/R2Q1RK1 b - -
104,2kr1b1r/pb1n1p2/q3PP2/2p3B1/1pp5/2N3P1/PP3PBP/1R1Q1RK1 b - -
112,2kr1b1r/pb1n1p2/q3pP2/2pP2B1/1pp5/2N3P1/PP3PBP/1R1Q1RK1 w - -
182,2kr1b1r/ppp2ppp/2n1N3/q7/3p4/5N2/PPP2PPP/R1BQR1K1 b - -
182,2kr1b1r/ppp2ppp/2n1b3/q5N1/3p4/5N2/PPP2PPP/R1BQR1K1 w - -
179,2kr1b1r/ppp3pp/2n1R3/q7/3p4/5N2/PPP2PPP/R1BQ2K1 b - -
181,2kr1b1r/ppp3pp/2n1p3/q7/3p4/5N2/PPP2PPP/R1BQR1K1 w - -
110,2kr1b1r/ppq2p1p/2p5/2n1nN2/P4p2/2N3P1/1PQ1PPBP/R3K2R w KQ -
122,2kr1b1r/ppq2p1p/2p5/2n1nN2/P4p2/2N3P1/1PQ1PPBP/R4RK1 b - -
144,2kr1b1r/ppq2pp1/1np1pn1p/4N2P/3P4/6N1/PPPBQPP1/2KR3R w - -
101,2kr1b1r/ppq2pp1/1np1pn1p/B3N2P/3P4/6N1/PPP1QPP1/2KR3R b - -
137,2kr1b1r/ppq2pp1/2p1pn1p/2N4P/3P4/3Q1NP1/PPPB1P2/2KR3R b - -
139,2kr1b1r/ppq2pp1/2p1pn1p/2n4P/3PN3/3Q1NP1/PPPB1P2/2KR3R w - -
162,2kr1b1r/ppq2pp1/2p1pn1p/7P/3P4/5N2/PPPBQPP1/2KR3R w - -
413,2kr1b1r/ppq2pp1/2p1pn1p/7P/3P4/5NP1/PPPBQP2/2KR3R b - -
319,2kr1b1r/ppq2pp1/2p1pn1p/7P/3PQ3/5NP1/PPPB1P2/2KR3R w - -
309,2kr1b1r/ppqn1p1p/2p5/4nN2/P4p2/2N3P1/1P2PPBP/R2QK2R w KQ -
259,2kr1b1r/ppqn1p1p/2p5/4nN2/P4p2/2N3P1/1PQ1PPBP/R3K2R b KQ -
595,2kr1b1r/ppqn1pp1/2p1p2p/7P/3PQ3/5NP1/PPPB1P2/2KR3R b - -
582,2kr1b1r/ppqn1pp1/2p1p2p/7P/3Pn3/3Q1NP1/PPPB1P2/2KR3R w - -
225,2kr1b1r/ppqn1pp1/2p1pn1p/4N2P/3P4/6N1/PPPBQPP1/2KR3R b - -
183,2kr1b1r/ppqn1pp1/2p1pn1p/7P/3P4/3Q1NN1/PPPB1PP1/1K1R3R w - -
247,2kr1b1r/ppqn1pp1/2p1pn1p/7P/3P4/5NN1/PPPBQPP1/2KR3R w - -
129,2kr1b1r/ppqn1pp1/2p1pn1p/7P/3PN3/3Q1N2/PPPB1PP1/1K1R3R b - -
931,2kr1b1r/ppqn1pp1/2p1pn1p/7P/3PN3/3Q1N2/PPPB1PP1/2KR3R w - -
795,2kr1b1r/ppqn1pp1/2p1pn1p/7P/3PN3/3Q1NP1/PPPB1P2/2KR3R b - -
103,2kr1b1r/ppqnppp1/2p2n1p/7P/3P4/3Q1NN1/PPPB1PP1/2KR3R w - -
107,2kr1bnr/1ppb1ppp/p1p5/8/3NP3/4B3/PPP2PPP/RN2K2R w KQ -
302,2kr1bnr/1ppb2pp/p4p2/2p5/4P3/2N1B3/PPP1NPPP/R2R2K1 b - -
241,2kr1bnr/1ppb2pp/p4p2/2p5/4P3/2N5/PPP1NPPP/R1BR2K1 w - -
149,2kr1bnr/ppp1pppp/2n5/3q4/2PP2b1/5N2/PP2BPPP/RNBQK2R b KQ -
139,2kr1bnr/ppp1pppp/2n5/3q4/3P2b1/4BN2/PPP1BPPP/RN1QK2R b KQ -
306,2kr1bnr/ppqn1pp1/2p1p2p/7P/3P4/3Q1NN1/PPPB1PP1/2KR3R w - -
173,2kr1bnr/ppqn1pp1/2p1p2p/7P/3PN3/3Q1N2/PPPB1PP1/2KR3R b - -
137,2kr3r/1pq2pp1/p2bpn1p/7P/2PN4/2B3P1/PP2QP2/1K1R3R b - -
181,2kr3r/1pq2pp1/p2bpn1p/7P/2PN4/2B3P1/PP2QP2/2KR3R w - -
128,2kr3r/p1ppqpbp/b1p5/3nP1p1/2P5/1P4P1/PB2QP1P/RN2KB1R w KQ -
128,2kr3r/ppp3pp/2nbR3/q7/3p4/5N2/PPP2PPP/R1BQ2K1 w - -
134,2kr3r/ppq2pp1/2p1pn1p/2b4P/3P4/3Q1NP1/PPPB1P2/2KR3R w - -
106,2kr3r/ppq2pp1/2pbpn1p/7P/2PP4/5N2/PP1BQPP1/1K1R3R b - -
330,2kr3r/ppq2pp1/2pbpn1p/7P/2PP4/5NP1/PP1BQP2/2KR3R b - -
100,2kr3r/ppq2pp1/2pbpn1p/7P/3P4/5NP1/PPPBQP2/1K1R3R b - -
397,2kr3r/ppq2pp1/2pbpn1p/7P/3P4/5NP1/PPPBQP2/2KR3R w - -
319,2kr3r/ppq2pp1/3bpn1p/2p4P/2PP4/2B2NP1/PP2QP2/2KR3R b - -
300,2kr3r/ppq2pp1/3bpn1p/2p4P/2PP4/5NP1/PP1BQP2/2KR3R w - -
186,2kr3r/ppq2pp1/3bpn1p/7P/2PN4/2B3P1/PP2QP2/2KR3R b - -
233,2kr3r/ppq2pp1/3bpn1p/7P/2Pp4/2B2NP1/PP2QP2/2KR3R w - -
180,2kr3r/ppqn1pp1/2pbp2p/7P/2PPQ3/5NP1/PP1B1P2/2KR3R b - -
265,2kr3r/ppqn1pp1/2pbp2p/7P/3PQ3/5NP1/PPPB1P2/2KR3R w - -
138,2kr3r/ppqn1pp1/3bp2p/2p4P/2PPQ3/5NP1/PP1B1P2/2KR3R w - -
185,2q1k2r/3pbppp/pr2pn2/2p1B3/4P3/3Q4/PPP1BPPP/R4RK1 b k -
278,2q1k2r/3pbppp/pr2pn2/2p1B3/4P3/8/PPP1BPPP/R2Q1RK1 w k -
116,2q1k2r/4bppp/pr1ppn2/2p1B3/4P3/3Q4/PPP1BPPP/R4RK1 w k -
116,2q1k2r/4bppp/pr1ppn2/2p5/4P3/2BQ4/PPP1BPPP/R4RK1 b k -
111,2q2rk1/4bppp/pr1ppn2/2p5/4P3/1PBQ4/P1P1BPPP/R4RK1 b - -
111,2q2rk1/4bppp/pr1ppn2/2p5/4P3/2BQ4/PPP1BPPP/R4RK1 w - -
118,2r1kb1r/pp1b1ppp/4pn2/8/2BN1B2/8/PPP2PPP/R4RK1 w k -
109,2r1kb1r/pp1bpppp/3p1n2/q3P1B1/3Q1P2/2N5/PPP3PP/R3KB1R b KQk -
286,2r1kb1r/pp1bpppp/3p1n2/q5B1/3QP3/2N5/PPP2PPP/2KR1B1R w k -
108,2r1kb1r/pp1bpppp/3p1n2/q5B1/3QPP2/2N5/PPP3PP/2KR1B1R b k -
132,2r1kb1r/pp1bpppp/3p1n2/q5B1/3QPP2/2N5/PPP3PP/R3KB1R w KQk -
106,2r1kb1r/pp1bpppp/3p1n2/q7/3QP3/2N5/PPPB1PPP/2KR1B1R b k -
101,2r1kb1r/pp1bpppp/5n2/q3P1B1/3Q4/2N5/PPP3PP/R3KB1R b KQk -
101,2r1kb1r/pp1bpppp/5n2/q3p1B1/3Q1P2/2N5/PPP3PP/R3KB1R w KQk -
104,2r1kbnr/pp1b1ppp/1q2p3/n2pP3/1P1P4/P4N2/1B3PPP/RN1QKB1R w KQk -
150,2r1kbnr/pp1b1ppp/1qn1p3/3pP3/1P1P4/P3BN2/5PPP/RN1QKB1R b KQk -
189,2r1kbnr/pp1b1ppp/1qn1p3/3pP3/1P1P4/P4N2/1B3PPP/RN1QKB1R b KQk -
391,2r1kbnr/pp1b1ppp/1qn1p3/3pP3/1P1P4/P4N2/5PPP/RNBQKB1R w KQk -
220,2r1r1k1/ppp1bppp/2n5/3q1b2/3P1B2/P1P2N2/4BPPP/R2QR1K1 w - -
182,2r2rk1/1bqnbppp/pp1ppn2/8/1PPNP3/P1N1BP2/3QB1PP/2R2RK1 b - -
179,2r2rk1/1bqnbppp/pp1ppn2/8/1PPNP3/P1N1BP2/4B1PP/2RQ1RK1 w - -
205,2r2rk1/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1Q2PP/2RR1BK1 b - -
342,2r2rk1/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2RR2K1 w - -
125,2r2rk1/1bqnbppp/pp1ppn2/8/2PNP3/P1N1BP2/1P1QB1PP/2R2RK1 w - -
128,2r2rk1/1bqnbppp/pp1ppn2/8/2PNPP2/2N1B1P1/PP4BP/2RQR1K1 w - -
131,2r2rk1/1pqnbppp/p2pbn2/P3p3/4P3/1NN1B3/1PPQBPPP/R2R2K1 b - -
179,2r2rk1/1pqnbppp/p2pbn2/P3p3/4P3/1NN1B3/1PPQBPPP/R4RK1 w - -
108,2r2rk1/2qbbppp/p1np1n2/1p2p3/3PP3/4NN1P/PPB2PP1/R1BQR1K1 w - -
152,2r2rk1/2qbbppp/p2p1n2/np2p3/3PP3/4NN1P/PPB2PP1/R1BQR1K1 b - -
236,2r2rk1/2qbbppp/p2p1n2/np2p3/3PP3/5N1P/PPB2PP1/R1BQRNK1 w - -
110,2r2rk1/pp1bppbp/2np1np1/q7/3NP3/1BN1B2P/PPP2PP1/R2QR1K1 w - -
103,2r2rk1/pp1qppbp/2np1np1/8/2PNP3/2N1BP2/PP4PP/R2Q1RK1 w - -
144,2rq1r2/3bppkp/3p2p1/pp1P4/8/1B3P2/PPPQ2PP/2KR3R w - -
141,2rq1r2/3bppkp/3p2p1/pp1P4/8/PB3P2/1PPQ2PP/2KR3R b - -
141,2rq1r2/p2bppkp/3p2p1/1p1P4/8/1B3P2/PPPQ2PP/2KR3R b - -
176,2rq1r2/p2bppkp/3p2p1/1p1n4/4P3/1B3P2/PPPQ2PP/2KR3R w - -
120,2rq1rk1/1b1nbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2RR2K1 b - -
205,2rq1rk1/1b1nppbp/pp1p1np1/8/2P4Q/1PN1BNP1/P3PPBP/2RR2K1 b - -
114,2rq1rk1/1b1nppbp/pp1p1np1/8/2P4Q/2N1BNP1/PP2PPBP/2RR2K1 w - -
179,2rq1rk1/1bp1bppp/p3pn2/1p6/3P4/1N3NP1/PPQ1PPBP/R4RK1 b - -
179,2rq1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PPQNPPBP/R4RK1 w - -
123,2rq1rk1/1p1bppbp/p1np1np1/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 b - -
154,2rq1rk1/1p1bppbp/p1np1np1/8/2PNP3/2N1BP2/PP1QB1PP/R4RK1 w - -
193,2rq1rk1/1p1nbppp/p2pbn2/4p3/P3P3/1NN1B3/1PPQBPPP/R4RK1 w - -
190,2rq1rk1/1p1nbppp/p2pbn2/P3p3/4P3/1NN1B3/1PPQBPPP/R4RK1 b - -
141,2rq1rk1/1p2bppp/pn1pb3/4p1Pn/4P3/1NN1BP2/PPPQ3P/1K1R1BR1 b - -
117,2rq1rk1/2p1bppp/p3pn2/1p6/3Pb3/1N3NP1/PPQ1PPBP/R4RK1 w - -
176,2rq1rk1/p2bppBp/3p2p1/1p1n4/4P3/1B3P2/PPPQ2PP/2KR3R b - -
188,2rq1rk1/p2bppbp/3p1np1/1p1N4/3BP3/1B3P2/PPPQ2PP/2KR3R b - -
399,2rq1rk1/p2bppbp/3p1np1/1p6/3BP3/1BN2P2/PPPQ2PP/2KR3R w - -
187,2rq1rk1/p2bppbp/3p2p1/1p1n4/3BP3/1B3P2/PPPQ2PP/2KR3R w - -
106,2rq1rk1/p2nbppp/bp2p3/2pP4/2PP4/1PB3P1/P2N1PBP/R2Q1RK1 b - -
107,2rq1rk1/p2nbppp/bp2p3/2pp4/2PPP3/1PB3P1/P2N1PBP/R2Q1RK1 w - -
104,2rq1rk1/p2nbppp/bp6/2P5/2p5/1PB3P1/P2N1PBP/R2Q1RK1 w - -
104,2rq1rk1/p2nbppp/bp6/2Pp4/2P5/1PB3P1/P2N1PBP/R2Q1RK1 b - -
106,2rq1rk1/p2nbppp/bp6/2pp4/2PP4/1PB3P1/P2N1PBP/R2Q1RK1 w - -
116,2rq1rk1/p2nbppp/bpp1p3/3p3n/2PP1B2/1PN2NP1/P1Q1PPBP/R2R2K1 w - -
101,2rq1rk1/p2nbppp/bpp1p3/3p3n/2PP4/1PN2NP1/P1Q1PPBP/R1BR2K1 b - -
268,2rq1rk1/p2nbppp/bpp1p3/3p4/2PP4/1PB3P1/P2NPPBP/R2Q1RK1 w - -
224,2rq1rk1/p2nbppp/bpp1p3/3p4/2PPP3/1PB3P1/P2N1PBP/R2Q1RK1 b - -
292,2rq1rk1/p2nbppp/bpp1pn2/3p4/2PP1B2/1P3NP1/P1Q1PPBP/RN1R2K1 w - -
311,2rq1rk1/p2nbppp/bpp1pn2/3p4/2PP1B2/1PN2NP1/P1Q1PPBP/R2R2K1 b - -
107,2rq1rk1/p2nbppp/bpp1pn2/3p4/2PP4/1P3NP1/P1QNPPBP/R1BR2K1 w - -
117,2rq1rk1/p2nbppp/bpp1pn2/3p4/2PPP3/1P3NP1/P1QN1PBP/R1BR2K1 b - -
118,2rq1rk1/pb1n1ppp/1p1ppn2/2p3B1/2PP4/P1QBPP2/1P2N1PP/R3K2R w KQ -
102,2rq1rk1/pb1n1ppp/1p2p3/8/2BPP3/5N2/P2Q1PPP/3RR1K1 w - -
101,2rq1rk1/pb1n1ppp/1p2pn2/6B1/1bBP4/2N2N2/PP3PPP/2RQR1K1 w - -
117,2rq1rk1/pb1nbppp/1p1p1n2/3Np3/P1B1P3/1P3N2/2P2PPP/R1BQR1K1 w - -
175,2rq1rk1/pb1nbppp/1pp1pn2/3p4/2PP4/1P3NP1/PBQNPPBP/R4RK1 w - -
281,2rq1rk1/pb1nbppp/1pp1pn2/3p4/2PP4/1PN2NP1/P1Q1PPBP/R1BR2K1 w - -
129,2rq1rk1/pb1nbppp/1pp1pn2/3p4/2PPP3/1P3NP1/PBQN1PBP/R4RK1 b - -
264,2rq1rk1/pb1nbppp/1pp1pn2/3p4/2PPP3/1PN2NP1/P1Q2PBP/R1BR2K1 b - -
128,2rq1rk1/pb1nbppp/1pp1pn2/8/2PPp3/1PN2NP1/P1Q2PBP/R1BR2K1 w - -
144,2rq1rk1/pb1nppbp/1p1p1np1/8/2P4Q/2N1BNP1/PP2PPBP/2RR2K1 b - -
106,2rq1rk1/pb1nppbp/1p1p1np1/8/2PQ4/2N1BNP1/PP2PPBP/2RR2K1 w - -
285,2rq1rk1/pp1bppb1/2np1np1/7p/3NP2P/1BN1BP2/PPPQ2P1/2KR3R b - -
223,2rq1rk1/pp1bppb1/2np1np1/7p/3NP2P/1BN1BP2/PPPQ2P1/R3K2R w KQ -
462,2rq1rk1/pp1bppb1/3p1np1/4n1Bp/3NP2P/1BN2P2/PPPQ2P1/2KR3R b - -
139,2rq1rk1/pp1bppb1/3p1np1/4n2p/3NP2P/1BN1BP2/PPPQ2P1/1K1R3R b - -
826,2rq1rk1/pp1bppb1/3p1np1/4n2p/3NP2P/1BN1BP2/PPPQ2P1/2KR3R w - -
150,2rq1rk1/pp1bppb1/3p1npB/4n2p/3NP2P/1BN2P2/PPPQ2P1/2KR3R b - -
190,2rq1rk1/pp1bppbp/2np1np1/8/2BNP2P/2N1BP2/PPPQ2P1/R3K2R w KQ -
1493,2rq1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/2KR3R w - -
121,2rq1rk1/pp1bppbp/2np1np1/8/2P1P3/2N1B3/PPN1BPPP/R2Q1RK1 w - -
105,2rq1rk1/pp1bppbp/2np1np1/8/2PNP3/2N1B3/PP1QBPPP/R4RK1 w - -
134,2rq1rk1/pp1bppbp/2np1np1/8/2PNP3/2N1BP2/PP1QB1PP/R4RK1 b - -
104,2rq1rk1/pp1bppbp/2np1np1/8/3NP1P1/2N1BP2/PPPQ3P/1K1R1B1R b - -
204,2rq1rk1/pp1bppbp/2np1np1/8/3NP1P1/2N1BP2/PPPQ3P/2KR1B1R w - -
165,2rq1rk1/pp1bppbp/2np1np1/8/3NP1PP/2N1BP2/PPPQ4/2KR1B1R b - -
286,2rq1rk1/pp1bppbp/2np1np1/8/3NP2P/1BN1BP2/PPPQ2P1/R3K2R b KQ -
109,2rq1rk1/pp1bppbp/2np1np1/8/3NP3/1BN1B2P/PPP2PP1/R2Q1RK1 w - -
1826,2rq1rk1/pp1bppbp/2np1np1/8/3NP3/1BN1BP2/PPPQ2PP/2KR3R b - -
487,2rq1rk1/pp1bppbp/2np1np1/8/3NP3/1BN1BP2/PPPQ2PP/R3K2R w KQ -
102,2rq1rk1/pp1bppbp/2np1np1/8/4P3/2N3PP/PPP1NPB1/R1BQ1RK1 w - -
110,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP1P1/1BN1BP2/PPPQ3P/2KR3R b - -
106,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP1P1/2N1BP2/PPPQ3P/1K1R1B1R w - -
109,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP1PP/2N1BP2/PPPQ4/1K1R1B1R b - -
122,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP1PP/2N1BP2/PPPQ4/2KR1B1R w - -
656,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP2P/1BN1BP2/PPPQ2P1/2KR3R b - -
116,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP2P/1BN1BP2/PPPQ2P1/R3K2R w KQ -
795,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP3/1BN1BP2/PPPQ2PP/1K1R3R b - -
1575,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP3/1BN1BP2/PPPQ2PP/2KR3R w - -
173,2rq1rk1/pp1bppbp/3p1np1/8/2BNP2P/2N1BP2/PPPQ2P1/2KR3R b - -
403,2rq1rk1/pp1bppbp/3p1np1/8/2BNP3/2N1BP2/PPPQ2PP/1K1R3R b - -
175,2rq1rk1/pp1bppbp/3p1np1/8/2nNP2P/1BN1BP2/PPPQ2P1/2KR3R w - -
392,2rq1rk1/pp1bppbp/3p1np1/8/2nNP3/1BN1BP2/PPPQ2PP/1K1R3R w - -
406,2rq1rk1/pp1bppbp/3p1np1/8/3BP3/1BN2P2/PPPQ2PP/2KR3R b - -
403,2rq1rk1/pp1bppbp/3p1np1/8/3nP3/1BN1BP2/PPPQ2PP/2KR3R w - -
157,2rq1rk1/pp2ppbp/2npbnp1/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 w - -
168,2rqk2r/1p1nbpp1/p2pbn2/4p2p/4P3/1NN1BP2/PPPQ2PP/1K1R1B1R w k -
155,2rqk2r/pb1nppbp/1p1p1np1/8/2PQ4/2N1BNP1/PP2PPBP/2RR2K1 b k -
168,2rqk2r/pb1nppbp/1p1p1np1/8/2PQ4/2N1BNP1/PP2PPBP/R2R2K1 w k -
101,2rqk2r/pp1bppbp/2np1np1/8/3NP3/1BN1BP2/PPPQ2PP/R3K2R b KQk -
135,2rqk2r/pp1bppbp/2np1np1/8/3NP3/2N1BP2/PPPQ2PP/2KR1B1R w k -
162,2rqkb1r/1b1n1ppp/pn1pp3/1p6/3NP1P1/2NBBP2/PPP2Q1P/2KR3R w k -
142,2rqkb1r/1b1n1ppp/pn1pp3/1p6/3NP1P1/3BBP2/PPP1NQ1P/2KR3R b k -
136,2rqkb1r/1p1b1ppp/p1nppn2/6B1/3NP3/2N2P2/PPPQ2PP/2KR1B1R w k -
140,2rqkb1r/1p1n1pp1/p2pbn2/4p2p/4P3/1NN1BP2/PPPQ2PP/1K1R1B1R b k -
175,2rqkb1r/1p1n1pp1/p2pbn2/4p2p/4P3/1NN1BP2/PPPQ2PP/2KR1B1R w k -
139,2rqkb1r/1p2pppp/p1n2n2/3p1b2/3P1B2/2N1PN2/PP2BPPP/2RQK2R b Kk -
237,2rqkb1r/1p2pppp/p1n2n2/3p1b2/3P1B2/2N1PN2/PP3PPP/2RQKB1R w Kk -
132,2rqkb1r/1p3ppp/p1n1pn2/3p1b2/3P1B2/2N1PN2/PP2BPPP/2RQ1RK1 b k -
138,2rqkb1r/1p3ppp/p1n1pn2/3p1b2/3P1B2/2N1PN2/PP2BPPP/2RQK2R w Kk -
137,2rqkb1r/1p3ppp/p1npbB2/4p3/2N1P3/2N5/PPP2PPP/R2QKB1R b KQk -
331,2rqkb1r/1p3ppp/p1npbn2/4p1B1/2N1P3/2N5/PPP2PPP/R2QKB1R w KQk -
105,2rqkb1r/1p3ppp/p1npbn2/4p1B1/4P3/2N1N3/PPP2PPP/R2QKB1R b KQk -
108,2rqkb1r/pp1b1ppp/2n1pn2/8/2QN4/2N3P1/PP2PPBP/R1B2RK1 b k -
124,2rqkb1r/pp1b1ppp/2n1pn2/8/2QN4/6P1/PP2PPBP/RNB2RK1 w k -
112,2rqkb1r/pp1b1ppp/4pn2/n2p4/3P1B2/2NBPN2/PPQ2PPP/R3K2R b KQk -
302,2rqkb1r/pp1bpppp/2np1n2/6B1/3NP3/2N5/PPPQ1PPP/2KR1B1R b k -
734,2rqkb1r/pp1bpppp/2np1n2/6B1/3NP3/2N5/PPPQ1PPP/R3KB1R w KQk -
216,2rqkb1r/pp1bpppp/2np1n2/6B1/3NPP2/2N5/PPPQ2PP/R3KB1R b KQk -
288,2rqkb1r/pp1bpppp/3p1n2/6B1/3QP3/2N5/PPP2PPP/2KR1B1R b k -
127,2rqkb1r/pp1bpppp/3p1n2/6B1/3QPP2/2N5/PPP3PP/R3KB1R b KQk -
288,2rqkb1r/pp1bpppp/3p1n2/6B1/3nP3/2N5/PPPQ1PPP/2KR1B1R w k -
127,2rqkb1r/pp1bpppp/3p1n2/6B1/3nPP2/2N5/PPPQ2PP/R3KB1R w KQk -
107,2rqkbnr/1p1bpppp/p2p4/8/3QP3/5N2/PPP2PPP/RNB2RK1 w k -
104,2rqkbnr/pp1b1ppp/2n1p3/2ppP3/3P4/2P2N2/PP2BPPP/RNBQ1RK1 b k -
110,2rqkbnr/pp1b1ppp/2n1p3/2ppP3/3P4/2P2N2/PP2BPPP/RNBQK2R w KQk -
138,2rqkbnr/pp2pppp/2n3b1/1B1pN3/3P2P1/2N4P/PPP2P2/R1BQK2R b KQk -
174,2rqkbnr/pp2pppp/2n3b1/1B1pN3/6P1/2N4P/PPPP1P2/R1BQK2R w KQk -
138,2rqkbnr/pp3ppp/2n1p1b1/1B1pN3/3P2P1/2N4P/PPP2P2/R1BQK2R w KQk -
104,2rqnrk1/pb1nbppp/1p2p3/3pP3/3P4/5NP1/PPQN1PBP/R1B1R1K1 w - -
219,2rqr1k1/pp1bppb1/3p1np1/4n2p/3NP2P/1BN1BP2/PPPQ2P1/1K1R3R w - -
108,2rqr1k1/pp1bppb1/3p1npB/4n2p/3NP2P/1BN2P2/PPPQ2P1/1K1R3R b - -
193,2rqr1k1/pp1bppbp/3p1np1/4n3/3NP2P/1BN1BP2/PPPQ2P1/1K1R3R b - -
288,2rqr1k1/pp1bppbp/3p1np1/4n3/3NP3/1BN1BP2/PPPQ2PP/1K1R3R w - -
153,3q1rk1/1brnppbp/pp1p1np1/8/2P4Q/1PN1BNP1/P3PPBP/2RR2K1 w - -
100,3q1rk1/3nppbp/r2p1np1/2pP4/4P3/2N2NP1/PP3PKP/R1BQR3 w - -
136,3q1rk1/3nppbp/r2p1np1/2pP4/4P3/2N2NPP/PP3PK1/R1BQ3R w - -
143,3q1rk1/3nppbp/r2p1np1/2pP4/4P3/2N2NPP/PP3PK1/R1BQR3 b - -
111,3q1rk1/p2bppb1/3p1np1/1pr1n1Bp/3NP1PP/1BN2P2/PPPQ4/1K1R3R b - -
