#Event,WhiteElo,BlackElo,Result
1052,2347,2095,1-0
1053,2712,2498,1/2-1/2
1054,2399,2316,0-1
1055,2468,2538,1/2-1/2
1056,2262,2046,1-0
1057,2678,2172,1-0
1058,1620,1990,1/2-1/2
1059,1999,2254,1/2-1/2
1060,2116,2225,1-0
1061,2620,2460,1-0
1062,2330,2455,0-1
1063,1941,1778,0-1
1064,1637,1347,1-0
1065,2129,2489,0-1
1066,2299,2136,0-1
1067,2120,2145,1-0
1068,1701,1992,0-1
1069,2374,2253,1/2-1/2
1070,2700,2647,1-0
1071,2292,2403,1/2-1/2
1072,2518,2420,0-1
1073,2019,2399,0-1
1074,2002,2201,1/2-1/2
1075,2356,2327,1-0
1076,2159,2191,1-0
1077,2008,2223,0-1
1078,2250,2209,1-0
1079,2563,2288,1-0
1080,1918,1618,1-0
1081,2489,2524,0-1
1082,2555,2379,1-0
1083,2448,2007,1-0
1084,2095,2368,0-1
1085,2090,2188,1-0
1086,2351,2313,1-0
1087,1907,2196,1-0
1088,2289,1994,1-0
1089,2266,2188,1/2-1/2
1090,2420,2473,1/2-1/2
1091,2621,2714,1-0
1092,2529,2654,0-1
1093,2605,2613,1-0
1094,1696,2054,0-1
1095,2571,2478,1-0
1096,2183,1781,1/2-1/2
1097,2331,2486,1-0
1098,1876,2101,0-1
1099,2487,2449,0-1
1100,2274,2166,1/2-1/2
1101,2170,2016,1-0
1102,2558,2655,1/2-1/2
1103,2672,2713,1/2-1/2
1104,2187,2062,1/2-1/2
1105,2647,2620,1-0
1106,2561,2451,1-0
1107,2486,2488,1-0
1108,2565,2477,1/2-1/2
1109,2068,1964,1-0
1110,1656,1791,0-1
1111,1647,1318,1-0
1112,2653,2546,0-1
1113,2396,2309,1/2-1/2
1114,2627,2628,0-1
1115,1988,2059,1/2-1/2
1116,2593,2590,1/2-1/2
1117,2548,2578,1/2-1/2
1118,2640,2541,1/2-1/2
1119,2720,2792,0-1
1120,2305,2529,0-1
1121,2374,2309,1/2-1/2
1122,1694,2022,1/2-1/2
1123,2167,2360,1-0
1124,2456,2378,1-0
1125,2305,2138,1/2-1/2
1126,1978,1931,1-0
1127,1634,2121,0-1
1128,2159,2418,0-1
1129,2265,2151,0-1
1130,2540,2576,1/2-1/2
1131,2444,2207,1/2-1/2
1132,2380,2456,1/2-1/2
1133,2481,1945,1-0
1134,2417,2448,1/2-1/2
1135,2351,2542,1/2-1/2
1136,2495,2404,1/2-1/2
1137,2392,2642,0-1
1138,2013,2107,1/2-1/2
1139,1545,1879,1-0
1140,2691,2712,1/2-1/2
1141,2538,2582,1/2-1/2
1142,2050,2235,1/2-1/2
1143,2439,2235,1-0
1144,2462,2508,0-1
1145,2115,2267,0-1
1146,2344,2324,0-1
1147,2192,2101,1-0
1148,2234,2181,1/2-1/2
1149,2310,2091,1-0
1150,2479,2238,1/2-1/2
1151,2111,2342,0-1
1152,2470,2625,0-1
1153,1987,2147,0-1
1154,2509,2458,1-0
1155,2377,2374,1-0
1156,2479,2639,0-1
1157,2185,2415,0-1
1158,2439,2187,1/2-1/2
1159,2183,2019,1/2-1/2
1160,2379,2205,1-0
1161,1718,2150,0-1
1162,2095,2569,1/2-1/2
1163,2226,2598,0-1
1164,2196,2261,1/2-1/2
1165,2529,2362,1-0
1166,2413,2112,1-0
1167,2673,2549,1/2-1/2
1168,2176,2010,1-0
1169,2282,2272,1-0
1170,2358,2422,1-0
1171,2019,1918,1-0
1172,2544,2529,1/2-1/2
1173,2214,2178,1-0
1174,2455,2546,1-0
1175,2013,2132,1-0
1176,1585,1941,0-1
1177,1611,1765,1-0
1178,2171,2126,1/2-1/2
1179,2537,2512,1-0
1180,2396,2549,0-1
1181,1999,1956,1-0
1182,2631,2569,1/2-1/2
1183,1987,2148,0-1
1184,1989,2158,0-1
1185,2009,2253,0-1
1186,2230,2417,1/2-1/2
1187,2474,2608,0-1
1188,1474,1906,1-0
1189,2243,2578,0-1
1190,2386,2510,1/2-1/2
1191,2272,2598,0-1
1192,2406,2252,1-0
1193,2235,2297,1/2-1/2
1194,2303,2124,1-0
1195,1891,1650,1-0
1196,2366,2616,0-1
1197,2567,2158,1-0
1198,2486,2492,1/2-1/2
1199,2345,2525,0-1
1200,2310,2445,0-1
1201,2466,2498,0-1
1202,2342,2357,0-1
1203,2132,2006,0-1
1204,2402,2367,0-1
1205,2105,2103,1/2-1/2
1206,2310,2088,1-0
1207,2558,2696,0-1
1208,2368,2253,1/2-1/2
1209,2547,2443,1/2-1/2
1210,2506,2345,1-0
1211,2604,2571,0-1
1212,2069,2193,1/2-1/2
1213,2399,2369,1/2-1/2
1214,2516,2475,1-0
1215,2682,2641,0-1
1216,2134,1984,1/2-1/2
1217,2510,2269,1-0
1218,2436,2638,1/2-1/2
1219,2083,2015,0-1
1220,2551,2421,1-0
1221,2574,2340,1-0
1222,1796,2189,0-1
1223,2065,2198,1/2-1/2
1224,2503,2070,1-0
1225,1633,2014,0-1
1226,2550,2416,1-0
1227,1973,1919,1-0
1228,2556,2042,1-0
1229,2081,2529,0-1
1230,2708,2779,0-1
1231,1981,1740,1-0
1232,2184,1998,1/2-1/2
1233,2201,1910,1-0
1234,2568,2679,0-1
1235,2418,2358,1/2-1/2
1236,2207,1926,1-0
1237,1645,1893,1/2-1/2
1238,2123,2001,0-1
1239,1724,1633,1-0
1240,2299,2533,0-1
1241,2211,2610,1/2-1/2
1242,1849,2173,0-1
1243,1626,1905,0-1
1244,2236,2111,1/2-1/2
1245,2431,2313,1-0
1246,2002,2288,0-1
1247,2563,2412,1/2-1/2
1248,1961,2175,1/2-1/2
1249,2114,1932,1-0
1250,2552,2326,1-0
1251,2383,2396,1-0
1252,2092,1961,0-1
1253,2504,2660,1/2-1/2
1254,2632,2554,1/2-1/2
1255,1439,1912,0-1
1256,2084,2002,1-0
1257,2209,2381,0-1
1258,2157,2396,0-1
1259,2094,2292,1/2-1/2
1260,2500,2562,1/2-1/2
1261,2079,2048,1/2-1/2
1262,2663,2438,1-0
1263,1985,2222,1-0
1264,2591,2420,1-0
1265,2518,2348,1/2-1/2
1266,1995,1846,1-0
1267,2225,2184,1-0
1268,2063,2143,1/2-1/2
1269,2394,2473,1/2-1/2
1270,2199,2293,0-1
1271,2340,2457,0-1
1272,2098,2552,0-1
1273,2470,2663,1-0
1274,2164,2212,0-1
1275,2286,2274,1-0
1276,1952,2245,0-1
1277,1804,1778,1/2-1/2
1278,1972,2140,1/2-1/2
1279,2560,2318,1-0
1280,2527,2421,1-0
1281,2316,2470,1-0
1282,2189,2086,1-0
1283,2623,2383,1/2-1/2
1284,2203,2094,1/2-1/2
1285,2524,2386,1/2-1/2
1286,2017,2222,0-1
1287,2406,2426,1/2-1/2
1288,2547,1813,1-0
1289,2553,2340,1-0
1290,2003,1734,1-0
1291,2503,2418,1-0
1292,2245,2274,1/2-1/2
1293,2723,2712,1/2-1/2
1294,2526,2442,1/2-1/2
1295,2608,2543,1/2-1/2
1296,2250,2609,0-1
1297,1791,2118,0-1
1298,2486,1738,1-0
1299,2004,1930,1-0
1300,2322,2304,1/2-1/2
1301,2008,1770,0-1
1302,2522,2625,0-1
1303,2199,2475,0-1
1304,2082,2343,1/2-1/2
1305,1837,1643,1-0
1306,2545,2191,1-0
1307,2188,2636,0-1
1308,2525,2203,1-0
1309,2000,1946,0-1
1310,2583,2640,1-0
1311,1776,1995,0-1
1312,2263,2461,0-1
1313,2090,1946,1/2-1/2
1314,2004,2104,0-1
1315,1963,1974,0-1
1316,1908,1592,1/2-1/2
1317,2288,2579,0-1
1318,1655,1936,1-0
1319,2593,2511,0-1
1320,2437,2355,1/2-1/2
1321,2330,2157,1-0
1322,2000,2069,1/2-1/2
1323,1587,1949,0-1
1324,2102,2379,1-0
1325,2451,2148,1-0
1326,1859,2102,0-1
1327,2211,1999,1-0
1328,2345,2133,0-1
1329,2484,2432,1/2-1/2
1330,2212,1937,1/2-1/2
1331,2474,2299,1/2-1/2
1332,1820,2058,0-1
1333,2371,2461,0-1
1334,2336,2015,0-1
1335,2401,2512,0-1
1336,2304,2263,1/2-1/2
1337,2222,2438,1/2-1/2
1338,2026,1942,1-0
1339,2377,2060,1-0
1340,2348,2078,1-0
1341,1833,2313,0-1
1342,1871,2049,1/2-1/2
1343,2400,2232,0-1
1344,2204,2069,1-0
1345,1934,2101,1/2-1/2
1346,2428,2549,1/2-1/2
1347,2527,2636,1/2-1/2
1348,2539,2269,1/2-1/2
1349,1922,1781,0-1
1350,2541,2218,1-0
1351,1864,2127,0-1
1352,2593,2560,1/2-1/2
1353,2541,2556,1/2-1/2
1354,2445,2149,1-0
1355,2543,2463,1/2-1/2
1356,1609,2167,0-1
1357,2324,2337,1/2-1/2
1358,1999,1827,1-0
1359,1219,1803,1-0
1360,2320,2416,0-1
1361,2582,2545,1/2-1/2
1362,2510,2374,1/2-1/2
1363,2081,1933,1-0
1364,2368,2078,1-0
1365,1794,2002,0-1
1366,1800,1918,0-1
1367,2429,2563,1/2-1/2
1368,2001,2030,1/2-1/2
1369,2200,2288,1/2-1/2
1370,2521,2067,1-0
1371,2206,2451,0-1
1372,2254,2153,1-0
1373,2107,2238,0-1
1374,1673,1944,0-1
1375,2484,2446,1-0
1376,1996,2473,1-0
1377,2403,2364,1-0
1378,2171,2250,1/2-1/2
1379,2353,2076,1-0
1380,2364,2716,0-1
1381,2557,2264,1-0
1382,1837,2266,0-1
1383,2480,1957,1-0
1384,2570,2454,1-0
1385,2126,2158,1-0
1386,1823,2071,0-1
1387,2093,2161,1/2-1/2
1388,1847,2143,0-1
1389,1969,1768,1-0
1390,2558,2529,1-0
1391,2012,1978,1/2-1/2
1392,2706,2417,1-0
1393,1876,2225,0-1
1394,2459,2577,1/2-1/2
1395,2500,2425,0-1
1396,2387,2277,1-0
1397,2366,2196,1-0
1398,2177,2435,1/2-1/2
1399,2480,2363,1-0
1400,2417,2322,1-0
1401,2797,2706,1/2-1/2
1402,2062,2364,0-1
1403,2344,2546,0-1
1404,2378,2258,1/2-1/2
1405,1657,2000,0-1
1406,2255,2254,1/2-1/2
1407,2318,2317,1-0
1408,2220,1993,1-0
1409,1772,1922,1/2-1/2
1410,2304,2237,1-0
1411,2280,2464,1/2-1/2
1412,2253,2386,1/2-1/2
1413,2304,2049,1/2-1/2
1414,2442,2274,1-0
1415,2658,2709,1-0
1416,2548,2338,1/2-1/2
1417,2402,2664,0-1
1418,1684,1933,0-1
1419,1921,2066,1/2-1/2
1420,2205,1738,1-0
1421,2350,2111,1-0
1422,2440,2267,1-0
1423,2422,2373,1/2-1/2
1424,2511,2541,1-0
1425,2648,2502,1-0
1426,2182,2591,1/2-1/2
1427,2531,2339,1-0
1428,1851,2521,0-1
1429,1021,2135,0-1
1430,2356,2186,1-0
1431,2612,2472,1-0
1432,2012,1783,1-0
1433,2403,2368,0-1
1434,1833,2042,0-1
1435,2470,2584,1/2-1/2
1436,2443,2226,1-0
1437,2605,2524,1-0
1438,2247,2287,1/2-1/2
1439,2225,2282,1/2-1/2
1440,2284,2364,1/2-1/2
1441,2385,2233,1-0
1442,2102,2107,1/2-1/2
1443,2597,2659,1/2-1/2
1444,2469,2439,1/2-1/2
1445,2482,2076,1/2-1/2
1446,2331,2011,1-0
1447,1558,1799,1/2-1/2
1448,2214,1864,1/2-1/2
1449,2072,2271,0-1
1450,2254,1737,1-0
1451,2482,2542,1/2-1/2
1452,1892,1945,1-0
1453,2379,2556,1/2-1/2
1454,2118,2022,1-0
1455,2194,2436,1/2-1/2
1456,2496,2314,1-0
1457,2130,2022,1/2-1/2
1458,2488,2245,1-0
1459,2079,1904,1-0
1460,2613,2132,1-0
1461,1613,2529,0-1
1462,2046,1885,0-1
1463,2315,2466,0-1
1464,2074,2184,1/2-1/2
1465,2813,2648,1/2-1/2
1466,2384,2389,1-0
1467,2438,2398,1/2-1/2
1468,2038,1585,1-0
1469,1965,2001,0-1
1470,2100,1713,1-0
1471,2571,2420,1-0
1472,2506,2508,1/2-1/2
1473,2046,2405,0-1
1474,2468,2235,1-0
1475,2552,2440,1-0
1476,1927,1937,1-0
1477,2280,2300,1-0
1478,2007,1718,1-0
1479,2270,2443,1-0
1480,2191,2161,1-0
1481,2011,1966,1-0
1482,2232,2316,1-0
1483,2094,1797,1-0
1484,2144,2256,1-0
1485,2542,2608,1/2-1/2
1486,1995,2307,1/2-1/2
1487,2399,2178,1/2-1/2
1488,2219,2193,1/2-1/2
1489,2717,2663,1/2-1/2
1490,2108,2237,0-1
1491,2536,2669,1/2-1/2
1492,2426,2303,1-0
1493,2027,2488,0-1
1494,2358,2402,1/2-1/2
1495,2430,2234,0-1
1496,2179,2413,1/2-1/2
1497,2241,2510,0-1
1498,1796,2081,0-1
1499,2486,2629,0-1
1500,1993,2512,0-1
1501,2021,1934,1-0
1502,2291,2410,1-0
1503,2586,2476,1-0
1504,1682,1604,0-1
1505,2599,2659,0-1
1506,2448,2490,1/2-1/2
1507,1801,2326,1/2-1/2
1508,2151,2391,1/2-1/2
1509,2257,2180,1/2-1/2
1510,2558,2375,1-0
1511,1934,1897,1-0
1512,2281,2100,1-0
1513,2168,2266,1/2-1/2
1514,2392,2526,0-1
1515,2816,2697,1-0
1516,2266,2047,1-0
1517,2256,2212,0-1
1518,1917,2097,1/2-1/2
1519,2544,2631,1-0
1520,2500,2289,1-0
1521,2416,2458,1/2-1/2
1522,2454,2721,0-1
1523,1989,1792,1-0
1524,2734,2753,1-0
1525,2363,2506,1/2-1/2
1526,2125,2331,1/2-1/2
1527,2444,2498,1/2-1/2
1528,1347,1451,1/2-1/2
1529,2426,2522,1/2-1/2
1530,2422,2546,0-1
1531,2139,2518,0-1
1532,1852,2216,0-1
1533,2308,2518,1/2-1/2
1534,2526,2105,1-0
1535,1879,2204,0-1
1536,2547,2581,1/2-1/2
1537,2397,2183,0-1
1538,2130,2480,0-1
1539,2682,2249,1-0
1540,2494,2470,1-0
1541,2322,2146,1-0
1542,2442,2723,1/2-1/2
1543,2159,2104,1-0
1544,2725,2666,1/2-1/2
1545,2234,2308,0-1
1546,2449,2349,1-0
1547,1793,1662,1-0
1548,2402,2270,1/2-1/2
1549,2433,2375,1/2-1/2
1550,2170,2046,1-0
1551,2630,2482,1/2-1/2
1552,2414,2083,1/2-1/2
1553,2256,2012,1-0
1554,2651,2358,1/2-1/2
1555,2559,2430,1-0
1556,2201,1909,1-0
1557,2090,2228,1/2-1/2
1558,2367,2365,1-0
1559,2518,2503,1/2-1/2
1560,2282,1915,1-0
1561,2236,2086,1-0
1562,2259,2067,1-0
1563,2440,2210,1-0
1564,2214,2291,1/2-1/2
1565,2214,2395,0-1
1566,2059,2135,1/2-1/2
1567,2477,2368,1-0
1568,1857,1706,1-0
1569,1954,2421,0-1
1570,2258,2340,1/2-1/2
1571,2284,2619,0-1
1572,2341,2316,1-0
1573,2437,2440,1/2-1/2
1574,2292,2427,1/2-1/2
1575,2275,2147,1-0
1576,1963,1966,1/2-1/2
1577,2105,2299,0-1
1578,2386,2480,0-1
1579,2138,2200,0-1
1580,2296,2538,1-0
1581,1948,2083,1-0
1582,2555,2590,0-1
1583,2713,2505,1-0
1584,2487,2515,1-0
1585,2157,2168,1-0
1586,2547,2271,1-0
1587,1570,1859,0-1
1588,2109,1981,1-0
1589,2518,2644,0-1
1590,2270,2203,1-0
1591,2150,1966,1/2-1/2
1592,2540,2505,0-1
1593,2001,1824,1/2-1/2
1594,2479,2586,1/2-1/2
1595,2498,2628,0-1
1596,2431,2546,0-1
1597,2066,2278,0-1
1598,2257,2514,0-1
1599,1953,2187,1/2-1/2
1600,2412,2646,0-1
1601,2609,2705,1/2-1/2
1602,2239,1820,1/2-1/2
1603,1929,2341,0-1
1604,2476,2418,1/2-1/2
1605,2516,2242,1-0
1606,2230,2205,0-1
1607,2396,2585,0-1
1608,2527,2617,1/2-1/2
1609,2230,2409,1/2-1/2
1610,2043,2438,0-1
1611,2583,2460,1-0
1612,2258,2190,1-0
1613,2639,2535,1/2-1/2
1614,2529,2545,1/2-1/2
1615,2504,2358,1-0
1616,2408,2487,1/2-1/2
1617,2536,2132,1-0
1618,2181,2403,1-0
1619,1995,2417,0-1
1620,2643,2592,1/2-1/2
1621,2375,2496,1/2-1/2
1622,2267,2548,1-0
1623,1924,2067,1-0
1624,2161,2260,1/2-1/2
1625,2412,2479,1/2-1/2
1626,2697,2641,1/2-1/2
1627,2199,2304,0-1
1628,2619,2440,1-0
1629,2100,1570,0-1
1630,2505,2408,1-0
1631,2148,1864,1-0
1632,2050,2023,0-1
1633,2585,2508,0-1
1634,1918,2079,0-1
1635,2518,2427,1/2-1/2
1636,2067,2203,1/2-1/2
1637,2305,2231,0-1
1638,2678,2706,1/2-1/2
1639,2313,2584,0-1
1640,2661,2720,1/2-1/2
1641,2417,2389,1/2-1/2
1642,2403,2253,1/2-1/2
1643,1600,1940,0-1
1644,2159,2308,1/2-1/2
1645,2446,2487,1/2-1/2
1646,1740,1963,0-1
1647,2135,2089,0-1
1648,2570,2277,1-0
1649,2257,2045,1-0
1650,2026,1890,1-0
1651,2105,2114,1/2-1/2
1652,2547,2567,1/2-1/2
1653,2473,2330,1/2-1/2
1654,2380,2325,1/2-1/2
1655,2086,1566,1-0
1656,2141,2423,1/2-1/2
1657,2273,1975,0-1
1658,2329,2222,1/2-1/2
1659,2117,2547,1/2-1/2
1660,2054,1997,0-1
1661,2011,2230,0-1
1662,1590,1658,0-1
1663,2757,2758,1-0
1664,1875,2044,1/2-1/2
1665,2093,1921,1/2-1/2
1666,1969,2073,1/2-1/2
1667,1965,2194,0-1
1668,1714,1890,0-1
1669,2062,2318,0-1
1670,2114,2337,0-1
1671,1800,1647,1-0
1672,2488,2645,1/2-1/2
1673,2314,2369,0-1
1674,2371,2458,1/2-1/2
1675,1976,1969,1/2-1/2
1676,2675,2753,1-0
1677,2205,2391,0-1
1678,2665,2671,1/2-1/2
1679,2170,2071,1/2-1/2
1680,2075,2218,1-0
1681,2742,2630,1/2-1/2
1682,2095,2269,0-1
1683,2599,2374,1-0
1684,2193,2188,1/2-1/2
1685,2086,2243,0-1
1686,2228,2308,0-1
1687,2604,2295,1/2-1/2
1688,1869,2054,0-1
1689,2471,2610,1/2-1/2
1690,2070,2422,0-1
1691,2331,2215,1-0
1692,2122,2296,1-0
1693,1995,1896,1/2-1/2
1694,2489,2281,1-0
1695,2282,2336,1/2-1/2
1696,1956,2148,1/2-1/2
1697,1851,1325,1-0
1698,2081,1702,1-0
1699,2227,2021,0-1
1700,2445,1899,1-0
1701,1980,1894,1/2-1/2
1702,2413,2330,1/2-1/2
1703,2298,2184,1-0
1704,2384,2350,1/2-1/2
1705,2487,2631,0-1
1706,2094,2163,0-1
1707,2000,2331,1-0
1708,2335,2435,0-1
1709,2162,2541,0-1
1710,2163,2312,0-1
1711,2109,2204,1/2-1/2
1712,2178,2362,1-0
1713,2422,2583,0-1
1714,2414,2299,1-0
1715,1876,2428,0-1
1716,2080,2001,1/2-1/2
1717,2262,2200,1/2-1/2
1718,1830,2042,0-1
1719,2283,2004,1-0
1720,2360,1987,1-0
1721,2196,2299,1/2-1/2
1722,2570,2410,1-0
1723,1920,2048,1-0
1724,2253,2545,0-1
1725,2601,2614,0-1
1726,2105,1969,1-0
1727,1578,1960,0-1
1728,2603,2022,1-0
1729,2554,2381,0-1
1730,2228,2151,1/2-1/2
1731,2439,2607,1-0
1732,1766,2072,1-0
1733,2024,2137,0-1
1734,2279,2237,1/2-1/2
1735,2556,2411,1-0
1736,2495,2289,1-0
1737,2655,2544,1-0
1738,2731,2703,0-1
1739,2220,2303,1-0
1740,2470,2558,0-1
1741,1997,2246,0-1
1742,2688,2619,1-0
1743,2031,2238,1/2-1/2
1744,2178,2376,0-1
1745,1987,1791,1/2-1/2
1746,2332,2311,1-0
1747,2106,2391,1-0
1748,2108,1890,0-1
1749,1659,2428,0-1
1750,1795,1939,0-1
1751,2108,1959,1/2-1/2
1752,2555,2651,1/2-1/2
1753,2207,2369,0-1
1754,2485,2281,1-0
1755,2257,2223,1/2-1/2
1756,2340,2332,1-0
1757,1903,2291,1/2-1/2
1758,2091,2032,1/2-1/2
1759,2084,2103,1-0
1760,1458,1836,0-1
1761,1851,1285,1-0
1762,2315,2512,1-0
1763,1976,1749,1-0
1764,1985,2268,1-0
1765,1614,1877,1-0
1766,2477,2499,1-0
1767,2575,2641,1/2-1/2
1768,2066,1969,1/2-1/2
1769,1587,1605,1/2-1/2
1770,2158,2100,0-1
1771,2403,2125,1-0
1772,2447,2430,1/2-1/2
1773,2042,2395,1/2-1/2
1774,2400,2261,1/2-1/2
1775,2411,2249,0-1
1776,2321,2507,1/2-1/2
1777,2168,2442,0-1
1778,2282,2706,0-1
1779,1914,1899,1-0
1780,1949,2360,0-1
1781,2187,1929,1/2-1/2
1782,2006,1835,1-0
1783,2327,1824,1-0
1784,2071,2629,0-1
1785,2603,2548,1-0
1786,1471,1654,0-1
1787,1808,2045,0-1
1788,1852,1677,1-0
1789,2250,2250,1-0
1790,2023,2125,1/2-1/2
1791,2208,2632,0-1
1792,2296,2291,1-0
1793,1954,1899,1-0
1794,2455,2210,1-0
1795,2423,2426,1/2-1/2
1796,1980,2013,1/2-1/2
1797,1938,2099,1-0
1798,2393,2069,1/2-1/2
1799,2472,2311,1-0
1800,2328,2184,1/2-1/2
1801,2299,1797,1-0
1802,1675,1579,1-0
1803,1822,2025,0-1
1804,1952,2189,1/2-1/2
1805,2259,2417,1-0
1806,2198,1908,1/2-1/2
1807,2552,2379,1-0
1808,2665,2639,1/2-1/2
1809,2192,1847,1/2-1/2
1810,2564,2046,1-0
1811,2231,1976,1-0
1812,2141,1915,1-0
1813,2770,2769,1/2-1/2
1814,2060,1994,1-0
1815,2129,2465,1-0
1816,2071,2323,1-0
1817,2009,1755,1/2-1/2
1818,2140,2108,1/2-1/2
1819,2507,2294,1/2-1/2
1820,2103,2337,0-1
1821,2237,2328,1-0
1822,2428,2489,0-1
1823,2516,2711,1/2-1/2
1824,2115,2446,1/2-1/2
1825,2625,2425,1-0
1826,2258,2263,0-1
1827,2099,1982,1/2-1/2
1828,2080,2213,0-1
1829,2316,2362,1/2-1/2
1830,2041,2471,0-1
1831,2543,2605,0-1
1832,2438,2185,0-1
1833,2605,2706,1/2-1/2
1834,2250,2078,1/2-1/2
1835,2280,2093,1-0
1836,1992,2103,1/2-1/2
1837,2110,2337,1/2-1/2
1838,2283,2288,1-0
1839,2473,2273,1-0
1840,2528,2428,1-0
1841,2003,1912,1/2-1/2
1842,2190,2179,0-1
1843,2338,2581,0-1
1844,2258,2031,1-0
1845,2291,2206,1/2-1/2
1846,2121,2003,1-0
1847,2026,2354,0-1
1848,2240,2282,1/2-1/2
1849,1756,2190,0-1
1850,2323,2328,1/2-1/2
1851,2605,2418,0-1
1852,2264,2042,0-1
1853,2211,2227,1/2-1/2
1854,1878,2024,0-1
1855,1734,2211,1-0
1856,1785,2069,0-1
1857,2128,2423,0-1
1858,1914,2040,1/2-1/2
1859,1763,2107,1-0
1860,2244,2445,1/2-1/2
1861,2430,2214,1-0
1862,2127,1865,1/2-1/2
1863,1790,2073,1/2-1/2
1864,2460,2507,1/2-1/2
1865,2056,2147,1-0
1866,1956,1608,1-0
1867,2564,2352,1-0
1868,2295,2203,1-0
1869,2331,2328,1/2-1/2
1870,2263,2150,1-0
1871,1599,1438,1/2-1/2
1872,2404,2066,1-0
1873,2288,2227,1-0
1874,1603,1852,1-0
1875,2042,1756,1-0
1876,1867,2098,0-1
1877,2652,2412,1-0
1878,2496,2174,1/2-1/2
1879,2271,2119,1-0
1880,2458,2511,0-1
1881,2286,2022,1-0
1882,1896,1689,1-0
1883,2675,2534,1-0
1884,2203,2130,1-0
1885,2438,2347,0-1
1886,2525,2464,1-0
1887,2063,1911,1-0
1888,2137,1901,1-0
1889,2073,2151,0-1
1890,2428,2265,1/2-1/2
1891,2144,1938,1/2-1/2
1892,2462,2106,1-0
1893,1907,2209,0-1
1894,1796,1899,0-1
1895,1952,2279,1/2-1/2
1896,1940,2123,0-1
1897,2565,2517,1-0
1898,2161,2482,0-1
1899,1640,2003,1-0
1900,2164,1995,1/2-1/2
1901,1496,1774,1/2-1/2
1902,2244,2121,1/2-1/2
1903,2151,2218,1-0
1904,2373,2507,1/2-1/2
1905,2251,2286,1-0
1906,2434,2338,1-0
1907,2149,2403,1-0
1908,2382,2055,1-0
1909,2281,2309,1-0
1910,2333,2215,0-1
1911,2450,2482,0-1
1912,1927,2177,0-1
1913,2436,2673,1/2-1/2
1914,1846,1421,1-0
1915,1887,1621,1-0
1916,2416,2481,0-1
1917,1981,1976,1-0
1918,2010,2362,0-1
1919,2144,2221,1-0
1920,2659,2451,1-0
1921,1998,2004,1-0
1922,1920,2088,1-0
1923,2280,2394,1/2-1/2
1924,1676,1808,0-1
1925,2238,2356,0-1
1926,2023,2255,1-0
1927,2595,2479,1-0
1928,2047,2326,0-1
1929,2001,1765,1-0
1930,2431,2412,1/2-1/2
1931,2184,2327,1/2-1/2
1932,2139,1573,1-0
1933,2469,2493,1-0
1934,2081,2339,0-1
1935,2703,2730,1/2-1/2
1936,2389,1870,1-0
1937,1797,1960,0-1
1938,2375,2514,1/2-1/2
1939,2401,1808,1-0
1940,2290,2233,1/2-1/2
1941,2311,2460,1/2-1/2
1942,2741,2617,1/2-1/2
1943,2048,2515,1/2-1/2
1944,2698,2572,1/2-1/2
1945,2135,2002,1-0
1946,2397,2219,1-0
1947,1786,2136,1/2-1/2
1948,1759,1938,0-1
1949,1767,1950,1/2-1/2
1950,2506,2409,0-1
1951,2136,2484,0-1
1952,1939,1999,0-1
1953,2429,2197,1-0
1954,2391,2296,1-0
1955,2308,2491,0-1
1956,2557,2339,1/2-1/2
1957,2324,2199,1-0
1958,2378,2170,1/2-1/2
1959,2053,2278,1/2-1/2
1960,2226,2427,0-1
1961,2133,2217,1-0
1962,2480,2234,1/2-1/2
1963,2275,2469,0-1
1964,2644,2028,1-0
1965,2097,2137,0-1
1966,2313,2501,1/2-1/2
1967,2490,2464,1/2-1/2
1968,2335,1930,1-0
1969,2529,2476,1/2-1/2
1970,2593,2574,1-0
1971,2455,2432,1/2-1/2
1972,2137,2000,1-0
1973,2361,2493,1/2-1/2
1974,2574,2286,1/2-1/2
1975,1882,2071,1-0
1976,1756,1729,1/2-1/2
1977,2034,2235,0-1
1978,2268,2274,1-0
1979,2468,2180,1-0
1980,2401,2474,0-1
1981,1990,2256,1/2-1/2
1982,2505,2642,1/2-1/2
1983,2175,2014,1/2-1/2
1984,2214,2378,1-0
1985,2430,2470,1/2-1/2
1986,2204,1761,1-0
1987,1891,1671,1-0
1988,2663,2471,1-0
1989,1899,2069,0-1
1990,2322,2297,1-0
1991,2332,2300,1/2-1/2
1992,2506,2771,0-1
1993,2030,2224,0-1
1994,2338,2445,0-1
1995,2428,2069,0-1
1996,2463,2432,1/2-1/2
1997,2261,1829,1-0
1998,2285,2246,1-0
1999,2377,2071,1-0
2000,2377,2656,1-0
2001,1973,2055,1/2-1/2
2002,2042,2213,1/2-1/2
2003,2227,2322,0-1
2004,2655,2331,1-0
2005,2441,2512,0-1
2006,1909,2083,1-0
2007,2560,2669,1/2-1/2
2008,2000,2294,1/2-1/2
2009,2669,2500,1/2-1/2
2010,2211,2218,1-0
2011,1798,2006,1-0
2012,2751,2331,1-0
2013,2568,2329,1-0
2014,1962,2127,0-1
2015,2368,2267,1-0
2016,2651,2659,1/2-1/2
2017,2313,2217,1/2-1/2
2018,2081,2272,1-0
2019,2180,2419,1-0
2020,2251,2362,1-0
2021,2364,2362,1-0
2022,2499,2254,1-0
2023,1905,1666,1-0
2024,2498,2471,1/2-1/2
2025,2437,2294,1-0
2026,2724,2672,1-0
