Event,WhiteElo,BlackElo
26553,2098,2225
26554,2427,2229
26555,2059,1838
26556,2090,2049
26557,2323,2398
26558,2303,1977
26559,2300,2219
26560,1967,1911
26561,2032,1885
26562,2190,2246
26563,2319,2308
26564,2193,2383
26565,2399,2128
26566,2366,2228
26567,2452,2365
26568,2336,2179
26569,2253,2064
26570,2377,2134
26571,1942,2277
26572,2179,2183
26573,2245,2244
26574,2222,2075
26575,2259,2385
26576,1840,2121
26577,2317,2260
26578,2215,2319
26579,2493,2128
26580,1894,2086
26581,2017,2293
26582,2199,2246
26583,2144,2243
26584,2586,2197
26585,2048,1807
26586,2370,2305
26587,2274,2247
26588,2407,2542
26589,2262,2203
26590,2568,2298
26591,2162,2312
26592,2155,2064
26593,2304,2333
26594,2265,2182
26595,1930,2387
26596,2092,2316
26597,2317,2027
26598,2169,2406
26599,2250,2006
26600,2175,1982
26601,2293,2126
26602,2210,2351
26603,2216,1984
26604,2103,1797
26605,2459,2201
26606,2121,2284
26607,2282,2216
26608,2369,2507
26609,2438,2434
26610,2285,2297
26611,2277,2062
26612,1984,2220
26613,1767,1986
26614,1990,2137
26615,2338,2316
26616,2295,2004
26617,2315,2281
26618,2276,2461
26619,2221,2034
26620,2138,2337
26621,2267,2294
26622,2253,2196
26623,2306,2319
26624,2279,2270
26625,2221,2114
26626,2237,2222
26627,2357,2311
26628,2177,2363
26629,2402,2244
26630,2341,2169
26631,2188,2352
26632,2263,2401
26633,2264,2339
26634,2452,2512
26635,2086,2356
26636,2339,2375
26637,2451,2347
26638,2359,2145
26639,1947,2213
26640,2326,2356
26641,2195,2240
26642,2308,2093
26643,2046,2378
26644,2158,2089
26645,2266,2275
26646,2329,2211
26647,2177,2403
26648,2285,2478
26649,2175,2230
26650,2450,2396
26651,2282,2194
26652,2316,2097
26653,1850,2024
26654,2228,2354
26655,2041,2083
26656,2111,2415
26657,2059,2347
26658,2398,2186
26659,2140,2204
26660,2429,2213
26661,2487,2295
26662,2034,2208
26663,2272,2251
26664,2190,2400
26665,2337,2470
26666,2203,2256
26667,2066,1902
26668,2304,2332
26669,2312,2209
26670,2518,2291
26671,2448,2315
26672,2114,2210
26673,2442,2236
26674,2129,2312
26675,2314,2327
26676,2258,2385
26677,2113,2248
26678,2202,2285
26679,2251,2396
26680,2142,2263
26681,2303,1861
26682,2330,2260
26683,2229,2292
26684,1856,2064
26685,2294,2084
26686,2297,1926
26687,2356,2157
26688,2257,2288
26689,2002,1969
26690,2321,2266
26691,2019,2249
26692,2315,2419
26693,2291,2063
26694,2284,2242
26695,2095,2272
26696,2412,2034
26697,2224,2139
26698,2171,2075
26699,2174,1989
26700,2260,2215
26701,2248,2290
26702,2194,2270
26703,1917,2187
26704,2348,2038
26705,1991,2078
26706,2398,2413
26707,2281,2267
26708,2198,2284
26709,2217,2197
26710,2296,2049
26711,2348,2337
26712,2165,2251
26713,2321,2436
26714,2327,2154
26715,2244,2221
26716,2285,2291
26717,2274,2408
26718,1733,2155
26719,2336,2306
26720,2199,2121
26721,2080,2071
26722,2451,2236
26723,2431,2324
26724,2303,2313
26725,2260,2320
26726,2070,2343
26727,2315,2328
26728,2385,2149
26729,2258,2259
26730,2196,2078
26731,2413,2459
26732,2077,2030
26733,2122,2210
26734,2125,2155
26735,2123,2055
26736,2355,2350
26737,2234,1742
26738,2196,2162
26739,2105,2076
26740,2324,2334
26741,2455,2462
26742,2166,2132
26743,2438,2365
26744,2090,2191
26745,2284,2416
26746,2239,2207
26747,2250,2224
26748,2145,2270
26749,2177,1904
26750,2164,1964
26751,2100,1886
26752,2134,2308
26753,2180,2093
26754,2364,2252
26755,2112,2316
26756,2309,2274
26757,2109,2321
26758,2341,2093
26759,2153,1988
26760,2132,2124
26761,2392,2319
26762,2552,2412
26763,2192,2174
26764,1812,1932
26765,2131,2314
26766,2327,2463
26767,2422,2420
26768,2148,1952
26769,2275,2359
26770,2482,2153
26771,2410,2265
26772,2235,2330
26773,2415,2155
26774,2223,2217
26775,2259,2288
26776,2392,2205
26777,2293,2339
26778,2058,2012
26779,2312,2375
26780,2192,2209
26781,2175,2313
26782,2444,2475
26783,2284,2402
26784,2457,2390
26785,2272,2211
26786,2257,2137
26787,2286,2314
26788,2357,2240
26789,2248,2315
26790,2332,2228
26791,2068,1681
26792,2107,2097
26793,2516,2223
26794,2137,2214
26795,2186,1992
26796,2299,2027
26797,2010,2193
26798,2212,2241
26799,2335,2287
26800,2318,2045
26801,2194,2334
26802,2321,2021
26803,2218,2239
26804,2261,2397
26805,2398,2212
26806,2352,2305
26807,2400,2410
26808,2276,2153
26809,2341,2319
26810,1877,2228
26811,2146,2303
26812,2397,2479
26813,2303,2382
26814,2124,2031
26815,2330,2231
26816,2326,2221
26817,2374,2538
26818,2427,2256
26819,2445,2325
26820,1983,2227
26821,2385,2362
26822,2425,2282
26823,2082,1995
26824,2311,2217
26825,2115,2381
26826,2337,2358
26827,2021,2302
26828,2191,2251
26829,2327,2457
26830,1974,2141
26831,2203,2077
26832,2245,2134
26833,2469,2510
26834,2510,2321
26835,2347,2234
26836,2224,2156
26837,2374,1941
26838,2364,2201
26839,1995,2251
26840,2238,2224
26841,2186,2062
26842,2340,2042
26843,2075,2122
26844,2251,2466
26845,2081,2336
26846,2256,2164
26847,2417,2244
26848,1877,2160
26849,2313,2075
26850,2184,2477
26851,2383,2419
26852,2244,2164
26853,2307,2455
26854,2300,2336
26855,2099,2190
26856,2132,2381
26857,2373,2389
26858,2243,2182
26859,2088,2356
26860,2379,2053
26861,2342,2457
26862,2337,2434
26863,2396,2216
26864,2180,2009
26865,2258,2289
26866,2099,2249
26867,2093,2434
26868,2396,2470
26869,2230,2141
26870,2197,2098
26871,2432,2339
26872,2275,2238
26873,2264,2372
26874,2178,2353
26875,2384,2195
26876,2229,2165
26877,2055,2191
26878,2119,2348
26879,2114,2291
26880,2109,2400
26881,2122,2203
26882,2180,2270
26883,2381,1941
26884,2145,2245
26885,2049,2310
26886,2315,2378
26887,2511,2174
26888,2070,2297
26889,2353,2466
26890,2054,1959
26891,2266,2412
26892,2237,2009
26893,2336,2083
26894,2320,2284
26895,2257,2362
26896,2328,2393
26897,2160,2247
26898,2351,2273
26899,2317,2269
26900,2333,2284
26901,2525,2188
26902,2483,2224
26903,2421,2288
26904,2331,2119
26905,2126,2150
26906,2337,2297
26907,2163,2193
26908,2143,2184
26909,2256,2183
26910,2121,2097
26911,2324,2253
26912,2335,2375
26913,2159,2002
26914,2482,2390
26915,2235,2283
26916,2149,2200
26917,2029,2469
26918,2214,2053
26919,2021,2276
26920,2169,2313
26921,2326,2180
26922,2416,2240
26923,2383,2366
26924,2360,2445
26925,2038,2171
26926,1912,1979
26927,2324,2370
26928,2223,2454
26929,2110,2134
26930,2273,2407
26931,2192,2418
26932,2117,2263
26933,2188,2030
26934,2446,2476
26935,2305,2361
26936,2023,2167
26937,2154,2196
26938,2369,2140
26939,2309,2348
26940,2289,2341
26941,2401,2236
26942,2151,2078
26943,2176,2274
26944,2367,2438
26945,2024,1984
26946,2279,2082
26947,1950,2242
26948,2239,2235
26949,2369,2402
26950,2178,2225
26951,2267,2382
26952,2348,2283
26953,2251,2357
26954,2455,2441
26955,2417,2123
26956,2379,2266
26957,1999,2077
26958,2102,2097
26959,2477,2188
26960,2137,2139
26961,2111,2299
26962,2274,2130
26963,2398,2370
26964,2156,2282
26965,2259,2153
26966,2264,1878
26967,2182,2301
26968,2410,2315
26969,2178,2133
26970,2422,2131
26971,2328,1993
26972,2237,2216
26973,2486,2329
26974,2554,2272
26975,2325,2283
26976,1969,2267
26977,2203,2431
26978,2266,2134
26979,2346,2238
26980,2303,2126
26981,2240,2378
26982,2087,2238
26983,2252,2126
26984,2067,2282
26985,2082,2472
26986,2220,2355
26987,2039,2234
26988,2267,2051
26989,2196,2128
26990,2386,2321
26991,2434,2510
26992,2267,2353
26993,2107,2166
26994,2249,2188
26995,2346,2499
26996,2228,2309
26997,2099,2168
26998,2294,2514
26999,2484,2268
27000,2054,2248
27001,2324,2046
27002,2073,2399
27003,2398,2375
27004,2268,2106
27005,2153,2370
27006,2037,2322
27007,2130,2231
27008,2384,2320
27009,2085,2262
27010,2147,2279
27011,2419,2341
27012,2207,1882
27013,2448,2280
27014,2406,2210
27015,2159,2418
27016,2224,2281
27017,2393,2164
27018,2253,2171
27019,2293,2051
27020,2194,2414
27021,2146,2386
27022,2031,2359
27023,2122,2286
27024,2129,2182
27025,2127,1790
27026,2186,2322
27027,2481,2546
27028,2330,2214
27029,2116,2117
27030,2341,2231
27031,2272,2067
27032,1988,2149
27033,2412,2150
27034,2129,2021
27035,2332,2257
27036,2292,2163
27037,2284,2034
27038,2034,2209
27039,2244,2340
27040,2168,2086
27041,2295,2350
27042,2428,2253
27043,2057,2232
27044,2087,2391
27045,2288,2093
27046,2067,2120
27047,2000,2091
27048,2183,2121
27049,2201,2179
27050,2114,2145
27051,2104,2398
27052,1952,2172
27053,2469,2299
27054,2442,2372
27055,2254,2048
27056,2309,2459
27057,2207,2391
27058,2347,2185
27059,2226,2333
27060,2241,2264
27061,2233,2286
27062,2228,2269
27063,2315,2464
27064,2265,2168
27065,2222,2091
27066,2170,1960
27067,1955,2287
27068,2237,2448
27069,2477,2517
27070,2422,2538
27071,2335,2185
27072,2387,2578
27073,2317,2329
27074,2172,2355
27075,2335,2370
27076,2234,2228
27077,2296,2088
27078,2057,2339
27079,2111,2426
27080,2128,2261
27081,1877,2138
27082,2057,2355
27083,2300,2156
27084,2366,2442
27085,2168,2093
27086,2076,1787
27087,2299,2105
27088,2118,2070
27089,2316,2488
27090,2227,2483
27091,2272,2321
27092,2309,2008
27093,1893,2352
27094,2324,2127
27095,2319,2311
27096,2499,2312
27097,2180,2136
27098,2156,2124
27099,2290,2217
27100,2424,2281
27101,2282,2031
27102,2175,1994
27103,2076,2068
27104,2306,2045
27105,2327,2370
27106,2270,2090
27107,2170,1980
27108,2062,2265
27109,2351,2418
27110,2199,2054
27111,2376,2116
27112,2180,2093
27113,2120,2240
27114,2370,2358
27115,2214,1874
27116,2153,2283
27117,1922,2322
27118,2329,2317
27119,2421,2207
27120,2209,2018
27121,2165,2395
27122,2029,2275
27123,2331,2402
27124,2319,2214
27125,2050,2031
27126,2182,2422
27127,2295,2086
27128,2247,2356
27129,2354,2135
27130,2385,2449
27131,2239,2336
27132,2133,2171
27133,2160,2207
27134,2315,2142
27135,2291,2414
27136,2361,2537
27137,2322,2113
27138,2447,2390
27139,2157,2225
27140,2004,2256
27141,2349,2415
27142,2208,2336
27143,2398,2413
27144,2120,2041
27145,2177,2150
27146,2192,2219
27147,2221,2385
27148,2239,2101
27149,2413,2478
27150,2206,2030
27151,2138,2147
27152,2397,2288
27153,2139,2327
27154,2012,2265
27155,2335,2535
27156,2401,2261
27157,2522,2242
27158,2125,2189
27159,2209,2305
27160,2318,2254
27161,2450,2301
27162,2192,2175
27163,2168,2439
27164,2128,2150
27165,2434,2439
27166,2364,2227
27167,2526,2461
27168,2271,2482
27169,2107,2029
27170,2443,2283
27171,2410,2409
27172,2407,2176
27173,2407,2147
27174,2125,2322
27175,2362,2053
27176,2306,2349
27177,2311,2184
27178,2335,2278
27179,2425,2159
27180,2263,2294
27181,2230,2175
27182,2145,2108
27183,2117,1628
27184,2266,2098
27185,2300,2164
27186,2008,2286
27187,2139,1946
27188,2074,2270
27189,2262,2239
27190,1937,1940
27191,2175,2269
27192,2073,2381
27193,2037,1735
27194,2354,2397
27195,2451,2258
27196,2417,2245
27197,2309,1843
27198,2328,2288
27199,2077,2285
27200,2393,2125
27201,1963,2199
27202,2335,2502
27203,2370,2303
27204,2214,2013
27205,2137,2075
27206,2401,2159
27207,2101,2394
27208,2343,2222
27209,2090,2062
27210,2300,1875
27211,2041,2055
27212,2375,2515
27213,2254,2150
27214,2304,2430
27215,2233,2420
27216,2128,1997
27217,2172,2225
27218,2234,2196
27219,2521,2386
27220,1955,1961
27221,2318,2455
27222,2122,2059
27223,2326,2247
27224,2397,2420
27225,2244,2328
27226,2227,2102
27227,2180,2233
27228,2422,2134
27229,2408,2206
27230,2548,2487
27231,2228,2281
27232,2327,2122
27233,2114,2056
27234,2277,2190
27235,2102,2023
27236,2316,2462
27237,2149,2287
27238,2284,2250
27239,2420,2315
27240,2094,2429
27241,2264,2179
27242,2360,2244
27243,2164,2399
27244,2336,2194
27245,2271,1976
27246,2429,2197
27247,2385,2439
27248,2368,2351
27249,2370,2508
27250,2220,2257
27251,2381,2174
27252,2154,2527
27253,2393,2384
27254,2293,2274
27255,2040,1935
27256,1994,2272
27257,1862,2062
27258,2366,2098
27259,2325,2082
27260,2216,2492
27261,2180,2339
27262,2453,2152
27263,2099,2157
27264,2293,2097
27265,2401,2347
27266,2424,2428
27267,2300,1954
27268,2124,2446
27269,2225,2015
27270,2430,2426
27271,2418,2223
27272,2352,2284
27273,2295,2375
27274,2318,2310
27275,2177,2131
27276,2200,2365
27277,2381,2437
27278,2359,2119
27279,2215,2497
27280,2164,2296
27281,2300,2451
27282,2350,2441
27283,2238,2142
27284,2311,2387
27285,2405,2327
27286,2239,2149
27287,1978,2026
27288,2142,2459
27289,2294,2414
27290,2486,2365
27291,2015,2141
27292,2239,2388
27293,2358,2328
27294,2334,2374
27295,2428,2286
27296,2388,2398
27297,2097,2040
27298,2309,2422
27299,2276,2004
27300,2178,2097
27301,2396,2098
27302,2250,2340
27303,2067,2136
27304,2115,2301
27305,2134,2202
27306,2076,2397
27307,2340,2275
27308,2440,2375
27309,2500,2514
27310,2439,2326
27311,1961,2143
27312,2294,2187
27313,2152,2248
27314,2320,2386
27315,2330,1927
27316,2238,2260
27317,2037,2089
27318,2277,2269
27319,2030,2293
27320,2099,2021
27321,2329,2076
27322,2493,2455
27323,2136,2223
27324,2099,2312
27325,2247,2127
27326,2299,2141
27327,2371,2219
27328,2329,2224
27329,2287,2183
27330,1552,2018
27331,2359,2261
27332,2115,2235
27333,2442,2226
27334,2468,2261
27335,2450,2061
27336,2304,2514
27337,2171,2402
27338,1838,2144
27339,2174,2306
27340,2347,2463
27341,2381,2314
27342,2301,2404
27343,2265,2351
27344,2210,2117
27345,2287,2069
27346,2244,1987
27347,2275,2259
27348,2283,2051
27349,2197,2394
27350,2188,2074
27351,2185,2382
27352,2257,2300
27353,2184,2155
27354,2409,2188
27355,2422,2307
27356,2412,2303
27357,2251,2520
27358,2286,2392
27359,2173,2146
27360,2417,2460
27361,2424,2117
27362,2360,2294
27363,2435,2524
27364,2281,1921
27365,2452,2451
27366,2390,2198
27367,2291,2284
27368,2318,2190
27369,2251,2389
27370,2208,2212
27371,2329,2261
27372,2240,2315
27373,2253,2334
27374,2252,2130
27375,2065,2292
27376,2170,2256
27377,2257,2398
27378,2083,2308
27379,2311,2229
27380,2318,2175
27381,2483,2243
27382,2431,2387
27383,2328,2339
27384,2331,2318
27385,2047,2276
27386,2273,2271
27387,2469,2205
27388,2303,2302
27389,2245,2015
27390,2307,2404
27391,2221,2140
27392,2293,2153
27393,2338,2087
27394,2266,1845
27395,2260,2140
27396,2099,2214
27397,2221,2248
27398,2377,2153
27399,2202,2245
27400,2164,2385
27401,2222,2005
27402,2276,2488
27403,1834,2143
27404,2351,2391
27405,2025,2291
27406,2101,1999
27407,2251,2281
27408,2312,2345
27409,2060,1950
27410,2259,2248
27411,2308,2306
27412,2083,2225
27413,2189,2202
27414,2258,2146
27415,2080,2205
27416,2254,2173
27417,2004,1944
27418,2249,2177
27419,2382,2007
27420,2164,2327
27421,2163,2282
27422,2201,2343
27423,2275,2113
27424,2142,2503
27425,2195,2082
27426,2156,2252
27427,2378,2030
27428,2220,2223
27429,2254,2169
27430,2346,2334
27431,2348,2287
27432,2286,2314
27433,2384,2070
27434,2439,2364
27435,2462,2187
27436,2174,2342
27437,2416,2189
27438,2217,2084
27439,2037,2255
27440,2021,2222
27441,2389,2177
27442,2253,2301
27443,2313,2046
27444,2433,2442
27445,2191,2197
27446,2028,2168
27447,2495,2254
27448,2328,2256
27449,2275,2286
27450,2374,2170
27451,2123,2486
27452,2283,2354
27453,2056,2343
27454,2411,2210
27455,2342,2397
27456,2253,2437
27457,2302,2139
27458,2323,2459
27459,2082,2101
27460,2373,2159
27461,1967,2092
27462,2363,2118
27463,2197,2207
27464,2213,2296
27465,2259,2286
27466,2300,2166
27467,2222,1964
27468,2239,2334
27469,2060,2339
27470,2395,2197
27471,2191,2328
27472,2417,2336
27473,2191,2002
27474,2288,2447
27475,2274,1977
27476,2394,2130
27477,2391,2301
27478,2387,2370
27479,2286,2313
27480,1814,2216
27481,2152,2427
27482,2301,2185
27483,2385,2408
27484,2428,2382
27485,2146,2103
27486,2216,2378
27487,2228,2309
27488,2466,2344
27489,2293,2409
27490,2418,2254
27491,2230,2242
27492,2362,2218
27493,2355,2419
27494,2537,2558
27495,2236,2181
27496,2186,1984
27497,2363,2058
27498,2295,2412
27499,2248,2180
27500,2272,2228
27501,2480,2340
27502,2355,2332
27503,2458,2312
27504,2276,2119
27505,2475,2375
27506,2177,2086
27507,2210,2129
27508,2465,2315
27509,2275,2240
27510,2364,2237
27511,2367,2272
27512,1932,2056
27513,2197,2384
27514,2157,2324
27515,2448,2470
27516,2230,2294
27517,2192,2385
27518,2223,2105
27519,2435,2257
27520,2033,2175
27521,2200,2303
27522,2097,2411
27523,2190,2128
27524,2349,2354
27525,2516,2342
27526,1777,1945
27527,2400,2385
27528,2446,2243
27529,2259,2341
27530,2404,2202
27531,2243,2245
27532,2244,2438
27533,2412,2347
27534,2267,2248
27535,2361,2091
27536,2320,2205
27537,1911,2050
27538,2314,1974
27539,2372,2354
27540,1970,1902
27541,2197,2358
27542,2157,2255
27543,2172,2312
27544,2202,2432
27545,2354,2361
27546,2418,2317
27547,2174,2388
27548,2175,2111
27549,2537,2488
27550,2172,2031
27551,2439,2279
27552,2038,2290
27553,2450,2336
27554,2348,2410
27555,2361,2028
27556,2253,2319
27557,2050,2043
27558,2233,2371
27559,2443,2395
27560,1897,2195
27561,1761,2323
27562,2361,2490
27563,1948,2344
27564,2131,2206
27565,2106,2261
27566,1994,2373
27567,2235,2085
27568,2308,2048
27569,2233,2026
27570,2418,2164
27571,2268,2339
27572,2192,1993
27573,2434,2439
27574,2184,2066
27575,2152,2226
27576,2474,2371
27577,2042,2067
27578,2188,2358
27579,1887,2132
27580,2042,1843
27581,2174,2481
27582,2075,2410
27583,2376,2281
27584,2271,2453
27585,1745,2008
27586,2251,1970
27587,2347,2276
27588,2160,2232
27589,2143,2100
27590,2057,2355
27591,2317,2284
27592,2316,2237
27593,2180,2318
27594,2453,2539
27595,2269,2214
27596,2187,2254
27597,2147,2035
27598,2177,2091
27599,2483,2347
27600,2149,2325
27601,2245,2208
27602,2435,2552
27603,2219,2159
27604,2153,2126
27605,2422,2272
27606,2468,2294
27607,2120,2174
27608,2418,2446
27609,2044,1829
27610,2227,2026
27611,2112,2086
27612,2098,2309
27613,2322,2340
27614,2153,2467
27615,2079,2239
27616,2183,2048
27617,2210,1995
27618,2033,1996
27619,2334,2477
27620,2191,2046
27621,2131,2329
27622,2140,2292
27623,2343,2113
27624,2067,2316
27625,2313,2307
27626,2315,2419
27627,2310,2362
27628,2210,2507
27629,2235,2427
27630,2291,2178
27631,2094,2303
27632,2364,2192
27633,2232,2378
27634,2169,2287
27635,2275,2207
27636,2111,2394
27637,2423,2141
27638,2342,2324
27639,2213,2368
27640,2342,1900
27641,2343,2435
27642,2251,2407
27643,2046,2356
27644,2024,2254
27645,2123,2229
27646,2309,2471
27647,2194,2206
27648,2341,2166
27649,2282,2343
27650,2167,1912
27651,2254,2293
27652,2173,2127
27653,2395,2281
27654,2106,2292
27655,2146,2361
27656,2046,2268
27657,1915,2247
27658,2302,2262
27659,2277,2134
27660,2409,2283
27661,2417,2390
27662,1807,2078
27663,2133,2471
27664,2210,2289
27665,2287,2307
27666,2404,2431
27667,2275,2040
27668,2282,2318
27669,2314,2353
27670,2195,2383
27671,2090,2085
27672,2387,2293
27673,2337,2077
27674,2164,2204
27675,2319,2235
27676,2431,2164
27677,2341,2341
27678,2236,2334
27679,2404,2434
27680,2418,2366
27681,2270,2014
27682,2326,2423
27683,2290,2240
27684,2064,2102
27685,2227,1875
27686,2189,1849
27687,2173,2368
27688,2282,2266
27689,2319,2464
27690,2331,2320
27691,2294,2432
27692,2413,2365
27693,2239,2370
27694,2308,2191
27695,2260,2093
27696,2417,2070
27697,2169,2145
27698,2075,2192
27699,1795,1991
27700,2331,2197
27701,2442,2253
27702,2224,2021
27703,2320,2311
27704,2266,2287
27705,2426,2277
27706,2336,2459
27707,2165,2045
27708,2107,1992
27709,2437,2406
27710,2388,2024
27711,2127,2342
27712,2002,2257
27713,2355,2179
27714,2069,2267
27715,2111,2236
27716,1973,2062
27717,2427,2362
27718,2442,2302
27719,2192,2177
27720,2149,2007
27721,1970,2227
27722,2197,2274
27723,2412,2212
27724,2303,2156
27725,2271,2233
27726,2429,2353
27727,2465,1976
27728,2047,2241
27729,2442,2088
27730,2398,2466
27731,2348,2240
27732,2404,2474
27733,1999,1966
27734,1930,2117
27735,2426,2403
27736,2312,2206
27737,2260,2251
27738,2191,2293
27739,2189,2088
27740,2336,2263
27741,2282,2113
27742,2266,2263
27743,2332,2122
27744,2212,2137
27745,2313,2215
27746,2315,2197
27747,2299,2129
27748,2163,2375
27749,1993,2080
27750,2306,2263
27751,2180,2251
27752,2178,2000
27753,2432,2279
27754,2266,2004
27755,2306,2209
27756,2132,2419
27757,2420,2318
27758,2349,2155
27759,2020,2247
27760,2265,2131
27761,2184,2438
27762,2106,2252
27763,2245,2400
27764,2063,2015
27765,2293,2388
27766,2268,1949
27767,2076,2168
27768,2396,2332
27769,2406,2271
27770,2091,2315
27771,2417,2403
27772,2491,2383
27773,2113,2144
27774,2288,2102
27775,2149,2323
27776,2229,2343
27777,2094,2066
27778,2305,2123
27779,2503,2424
27780,2255,2112
27781,2239,1959
27782,2355,2394
27783,2334,2196
27784,2061,2415
27785,2222,2023
27786,2239,2076
27787,2323,2238
27788,2255,2216
27789,2267,2323
27790,2376,2069
27791,2245,2225
27792,2341,2320
27793,2167,2172
27794,2271,2257
27795,2366,2380
27796,2242,1958
27797,2428,2476
27798,2178,2350
27799,2312,2343
27800,1988,2243
27801,2069,1991
27802,2180,2139
27803,2404,2399
27804,2470,2531
27805,2032,2354
27806,2187,2439
27807,2189,2243
27808,2273,2354
27809,2124,2329
27810,2293,2268
27811,2266,2324
